부재ID,도면부재명,유형,구역,층,치수(mm),스팬/높이(mm),면적(m²),체적(m³)
800X1500-B2F-DONG-0003,800X1500,보(X),DONG,B2F,800x1500,7600,,9.12
600X900-B2F-DONG-0061,600X900,보(X),DONG,B2F,600x900,7450,,4.023
600X900-B2F-DONG-0062,600X900,보(X),DONG,B2F,600x900,7941,,4.2883
600X600-B2F-DONG-0017,600X600,보(X),DONG,B2F,600x600,8074,,2.9066
600X900-B2F-DONG-0063,600X900,보(Y),DONG,B2F,600x900,3788,,2.0453
600X900-B2F-DONG-0064,600X900,보(Y),DONG,B2F,600x900,3800,,2.052
600X900-B2F-DONG-0065,600X900,보(Y),DONG,B2F,600x900,3900,,2.106
600X900-B2F-DONG-0066,600X900,보(Y),DONG,B2F,600x900,4000,,2.16
500X900-B2F-DONG-0163,500X900,보(Y),DONG,B2F,500x900,4000,,1.8
500X900-B2F-DONG-0164,500X900,보(Y),DONG,B2F,500x900,3752,,1.6884
400X800-B2F-DONG-0168,400X800,보(Y),DONG,B2F,400x800,974,,0.3118
400X800-B2F-DONG-0169,400X800,보(Y),DONG,B2F,400x800,874,,0.2798
500X600-B2F-DONG-0532,500X600,보(X),DONG,B2F,500x600,7450,,2.235
500X600-B2F-DONG-0533,500X600,보(X),DONG,B2F,500x600,7453,,2.2358
400X800-B2F-DONG-0170,400X800,보(Y),DONG,B2F,400x800,874,,0.2798
400X800-B2F-DONG-0171,400X800,보(Y),DONG,B2F,400x800,974,,0.3118
500X900-B2F-DONG-0165,500X900,보(X),DONG,B2F,500x900,8000,,3.6
800X900-B2F-DONG-0035,800X900,보(X),DONG,B2F,800x900,8050,,5.796
500X900-B2F-DONG-0166,500X900,보(Y),DONG,B2F,500x900,4648,,2.0914
500X900-B2F-DONG-0167,500X900,보(Y),DONG,B2F,500x900,4644,,2.09
800X900-B2F-DONG-0036,800X900,보(X),DONG,B2F,800x900,7233,,5.2078
400X800-B2F-DONG-0172,400X800,보(X),DONG,B2F,400x800,7233,,2.3146
500X900-B2F-DONG-0168,500X900,보(Y),DONG,B2F,500x900,7410,,3.3345
500X900-B2F-DONG-0169,500X900,보(Y),DONG,B2F,500x900,7410,,3.3345
800X900-B2F-DONG-0037,800X900,보(Y),DONG,B2F,800x900,7542,,5.4303
800X900-B2F-DONG-0038,800X900,보(Y),DONG,B2F,800x900,3172,,2.2838
800X900-B2F-DONG-0039,800X900,보(Y),DONG,B2F,800x900,5986,,4.3103
800X900-B2F-DONG-0040,800X900,보(Y),DONG,B2F,800x900,6328,,4.5559
800X900-B2F-DONG-0041,800X900,보(Y),DONG,B2F,800x900,6406,,4.6122
800X900-B2F-DONG-0042,800X900,보(Y),DONG,B2F,800x900,6373,,4.5882
700X600-B2F-DONG-0057,700X600,보(Y),DONG,B2F,700x600,6234,,2.6181
800X900-B2F-DONG-0043,800X900,보(Y),DONG,B2F,800x900,6379,,4.593
600X900-B2F-DONG-0067,600X900,보(X),DONG,B2F,600x900,5918,,3.1956
500X600-B2F-DONG-0534,500X600,보(X),DONG,B2F,500x600,5804,,1.7412
500X900-B2F-DONG-0170,500X900,보(X),DONG,B2F,500x900,4493,,2.022
500X900-B2F-DONG-0171,500X900,보(X),DONG,B2F,500x900,5100,,2.295
500X900-B2F-DONG-0172,500X900,보(X),DONG,B2F,500x900,7107,,3.1981
500X900-B2F-DONG-0173,500X900,보(X),DONG,B2F,500x900,7600,,3.42
800X900-B2F-DONG-0044,800X900,보(X),DONG,B2F,800x900,7193,,5.1787
800X900-B2F-DONG-0045,800X900,보(X),DONG,B2F,800x900,7600,,5.472
600X900-B2F-DONG-0068,600X900,보(X),DONG,B2F,600x900,5113,,2.7609
600X900-B2F-DONG-0069,600X900,보(X),DONG,B2F,600x900,5134,,2.7725
500X900-B2F-DONG-0174,500X900,보(X),DONG,B2F,500x900,7600,,3.42
500X900-B2F-DONG-0175,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0176,500X900,보(X),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0177,500X900,보(X),DONG,B2F,500x900,7700,,3.465
600X900-B2F-DONG-0070,600X900,보(Y),DONG,B2F,600x900,3250,,1.755
600X900-B2F-DONG-0071,600X900,보(Y),DONG,B2F,600x900,3710,,2.0036
600X900-B2F-DONG-0072,600X900,보(Y),DONG,B2F,600x900,3711,,2.0037
600X900-B2F-DONG-0073,600X900,보(Y),DONG,B2F,600x900,3711,,2.0037
600X900-B2F-DONG-0074,600X900,보(Y),DONG,B2F,600x900,3711,,2.0037
600X900-B2F-DONG-0075,600X900,보(Y),DONG,B2F,600x900,3711,,2.0037
500X600-B2F-DONG-0535,500X600,보(Y),DONG,B2F,500x600,3710,,1.1131
600X900-B2F-DONG-0076,600X900,보(Y),DONG,B2F,600x900,3710,,2.0036
400X800-B2F-DONG-0173,400X800,보(X),DONG,B2F,400x800,7500,,2.4
400X800-B2F-DONG-0174,400X800,보(X),DONG,B2F,400x800,7700,,2.464
500X900-B2F-DONG-0178,500X900,보(X),DONG,B2F,500x900,7500,,3.375
500X900-B2F-DONG-0179,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0180,500X900,보(X),DONG,B2F,500x900,7550,,3.3975
500X900-B2F-DONG-0181,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0182,500X900,보(Y),DONG,B2F,500x900,4929,,2.218
500X900-B2F-DONG-0183,500X900,보(Y),DONG,B2F,500x900,5005,,2.2522
500X900-B2F-DONG-0184,500X900,보(X),DONG,B2F,500x900,2960,,1.3322
500X900-B2F-DONG-0185,500X900,보(X),DONG,B2F,500x900,3185,,1.4334
500X900-B2F-DONG-0186,500X900,보(Y),DONG,B2F,500x900,4934,,2.2204
500X900-B2F-DONG-0187,500X900,보(Y),DONG,B2F,500x900,4936,,2.2211
500X900-B2F-DONG-0188,500X900,보(X),DONG,B2F,500x900,5197,,2.3386
500X900-B2F-DONG-0189,500X900,보(X),DONG,B2F,500x900,5300,,2.385
500X900-B2F-DONG-0190,500X900,보(Y),DONG,B2F,500x900,4541,,2.0432
500X900-B2F-DONG-0191,500X900,보(Y),DONG,B2F,500x900,4528,,2.0374
500X900-B2F-DONG-0192,500X900,보(X),DONG,B2F,500x900,7657,,3.4455
500X900-B2F-DONG-0193,500X900,보(X),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0194,500X900,보(X),DONG,B2F,500x900,3967,,1.7852
500X900-B2F-DONG-0195,500X900,보(X),DONG,B2F,500x900,3979,,1.7906
500X900-B2F-DONG-0196,500X900,보(X),DONG,B2F,500x900,7647,,3.4411
500X900-B2F-DONG-0197,500X900,보(X),DONG,B2F,500x900,7800,,3.51
800X1700-B2F-DONG-0001,800X1700,보(X),DONG,B2F,800x1700,5200,,7.072
800X1700-B2F-DONG-0002,800X1700,보(X),DONG,B2F,800x1700,5300,,7.208
500X900-B2F-DONG-0198,500X900,보(X),DONG,B2F,500x900,7686,,3.4586
500X900-B2F-DONG-0199,500X900,보(X),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0200,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0201,500X900,보(X),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0202,500X900,보(Y),DONG,B2F,500x900,2367,,1.0653
500X900-B2F-DONG-0203,500X900,보(Y),DONG,B2F,500x900,2273,,1.0227
600X900-B2F-DONG-0077,600X900,보(X),DONG,B2F,600x900,5406,,2.9192
600X900-B2F-DONG-0078,600X900,보(X),DONG,B2F,600x900,7800,,4.212
800X900-B2F-DONG-0046,800X900,보(X),DONG,B2F,800x900,5971,,4.2991
800X900-B2F-DONG-0047,800X900,보(X),DONG,B2F,800x900,6144,,4.4234
400X800-B2F-DONG-0175,400X800,보(X),DONG,B2F,400x800,4571,,1.4627
1000X900-B2F-DONG-0008,1000X900,보(X),DONG,B2F,1000x900,7171,,6.4537
500X600-B2F-DONG-0536,500X600,보(X),DONG,B2F,500x600,5100,,1.53
600X900-B2F-DONG-0079,600X900,보(X),DONG,B2F,600x900,2110,,1.1393
700X900-B2F-DONG-0073,700X900,보(X),DONG,B2F,700x900,7600,,4.788
700X900-B2F-DONG-0074,700X900,보(X),DONG,B2F,700x900,3410,,2.148
500X900-B2F-DONG-0204,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0205,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0206,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0207,500X900,보(X),DONG,B2F,500x900,7469,,3.3613
500X900-B2F-DONG-0208,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0209,500X900,보(X),DONG,B2F,500x900,7519,,3.3838
500X900-B2F-DONG-0210,500X900,보(X),DONG,B2F,500x900,7700,,3.465
500X900-B2F-DONG-0211,500X900,보(X),DONG,B2F,500x900,7700,,3.465
400X800-B2F-DONG-0176,400X800,보(X),DONG,B2F,400x800,7700,,2.464
400X800-B2F-DONG-0177,400X800,보(X),DONG,B2F,400x800,7700,,2.464
700X900-B2F-DONG-0075,700X900,보(X),DONG,B2F,700x900,7857,,4.9496
700X900-B2F-DONG-0076,700X900,보(X),DONG,B2F,700x900,8000,,5.0397
600X900-B2F-DONG-0080,600X900,보(X),DONG,B2F,600x900,5217,,2.8174
600X900-B2F-DONG-0081,600X900,보(X),DONG,B2F,600x900,5217,,2.8174
900X900-B2F-DONG-0022,900X900,보(X),DONG,B2F,900x900,2390,,1.936
500X600-B2F-DONG-0537,500X600,보(X),DONG,B2F,500x600,6400,,1.92
500X900-B2F-DONG-0212,500X900,보(X),DONG,B2F,500x900,6400,,2.88
500X900-B2F-DONG-0213,500X900,보(X),DONG,B2F,500x900,6400,,2.8801
700X900-B2F-DONG-0077,700X900,보(Y),DONG,B2F,700x900,7986,,5.0315
700X900-B2F-DONG-0078,700X900,보(Y),DONG,B2F,700x900,8116,,5.1133
700X900-B2F-DONG-0079,700X900,보(X),DONG,B2F,700x900,5300,,3.339
700X900-B2F-DONG-0080,700X900,보(X),DONG,B2F,700x900,5137,,3.2363
700X900-B2F-DONG-0081,700X900,보(Y),DONG,B2F,700x900,8812,,5.5516
700X900-B2F-DONG-0082,700X900,보(Y),DONG,B2F,700x900,8913,,5.615
900X900-B2F-DONG-0023,900X900,보(X),DONG,B2F,900x900,6439,,5.2155
900X900-B2F-DONG-0024,900X900,보(X),DONG,B2F,900x900,6911,,5.5978
500X900-B2F-DONG-0214,500X900,보(X),DONG,B2F,500x900,7800,,3.51
500X900-B2F-DONG-0215,500X900,보(X),DONG,B2F,500x900,7799,,3.5097
600X900-B2F-DONG-0082,600X900,보(X),DONG,B2F,600x900,4758,,2.5692
600X900-B2F-DONG-0083,600X900,보(X),DONG,B2F,600x900,5134,,2.7725
800X900-B2F-DONG-0048,800X900,보(Y),DONG,B2F,800x900,7660,,5.5149
600X900-B2F-DONG-0084,600X900,보(Y),DONG,B2F,600x900,7724,,4.1711
500X900-B2F-DONG-0216,500X900,보(X),DONG,B2F,500x900,3575,,1.6085
400X900-B2F-DONG-0005,400X900,보(X),DONG,B2F,400x900,3587,,1.2912
500X900-B2F-DONG-0217,500X900,보(Y),DONG,B2F,500x900,4136,,1.8611
500X900-B2F-DONG-0218,500X900,보(Y),DONG,B2F,500x900,4020,,1.809
500X900-B2F-DONG-0219,500X900,보(Y),DONG,B2F,500x900,2520,,1.134
500X900-B2F-DONG-0220,500X900,보(Y),DONG,B2F,500x900,2520,,1.134
500X900-B2F-DONG-0221,500X900,보(Y),DONG,B2F,500x900,2520,,1.134
500X900-B2F-DONG-0222,500X900,보(Y),DONG,B2F,500x900,2520,,1.134
500X900-B2F-DONG-0223,500X900,보(X),DONG,B2F,500x900,2390,,1.0755
500X900-B2F-DONG-0224,500X900,보(X),DONG,B2F,500x900,2290,,1.0305
700X900-B2F-DONG-0083,700X900,보(X),DONG,B2F,700x900,5100,,3.213
700X900-B2F-DONG-0084,700X900,보(X),DONG,B2F,700x900,4900,,3.087
700X900-B2F-DONG-0085,700X900,보(X),DONG,B2F,700x900,5650,,3.5595
700X900-B2F-DONG-0086,700X900,보(X),DONG,B2F,700x900,5550,,3.4965
600X900-B2F-DONG-0085,600X900,보(Y),DONG,B2F,600x900,6966,,3.7618
700X900-B2F-DONG-0087,700X900,보(X),DONG,B2F,700x900,5600,,3.528
700X900-B2F-DONG-0088,700X900,보(X),DONG,B2F,700x900,4839,,3.0487
500X900-B2F-DONG-0225,500X900,보(X),DONG,B2F,500x900,3681,,1.6565
700X900-B2F-DONG-0089,700X900,보(Y),DONG,B2F,700x900,3011,,1.8968
900X900-B2F-DONG-0025,900X900,보(Y),DONG,B2F,900x900,9510,,7.7031
700X900-B2F-DONG-0090,700X900,보(X),DONG,B2F,700x900,5550,,3.4964
700X900-B2F-DONG-0091,700X900,보(Y),DONG,B2F,700x900,9510,,5.9913
700X900-B2F-DONG-0092,700X900,보(Y),DONG,B2F,700x900,9510,,5.9913
700X900-B2F-DONG-0093,700X900,보(Y),DONG,B2F,700x900,9510,,5.9913
700X900-B2F-DONG-0094,700X900,보(Y),DONG,B2F,700x900,9510,,5.9913
700X900-B2F-DONG-0095,700X900,보(Y),DONG,B2F,700x900,9710,,6.1173
500X900-B2F-DONG-0226,500X900,보(X),DONG,B2F,500x900,4823,,2.1702
400X800-B2F-DONG-0178,400X800,보(X),DONG,B2F,400x800,4963,,1.5881
500X900-B2F-DONG-0227,500X900,보(X),DONG,B2F,500x900,6180,,2.7809
500X900-B2F-DONG-0228,500X900,보(X),DONG,B2F,500x900,6180,,2.781
500X600-B2F-DONG-0538,500X600,보(X),DONG,B2F,500x600,6180,,1.854
500X600-B2F-DONG-0539,500X600,보(X),DONG,B2F,500x600,6180,,1.854
1100X900-B2F-DONG-0011,1100X900,보(X),DONG,B2F,1100x900,7690,,7.6131
1100X900-B2F-DONG-0012,1100X900,보(X),DONG,B2F,1100x900,7539,,7.4637
1100X900-B2F-DONG-0013,1100X900,보(X),DONG,B2F,1100x900,7501,,7.4259
1100X900-B2F-DONG-0014,1100X900,보(X),DONG,B2F,1100x900,7701,,7.6239
700X900-B2F-DONG-0096,700X900,보(X),DONG,B2F,700x900,7847,,4.9435
700X900-B2F-DONG-0097,700X900,보(X),DONG,B2F,700x900,7372,,4.6443
400X900-B2F-DONG-0006,400X900,보(Y),DONG,B2F,400x900,3759,,1.3534
500X900-B2F-DONG-0229,500X900,보(X),DONG,B2F,500x900,1751,,0.7879
600X900-B2F-DONG-0086,600X900,보(Y),DONG,B2F,600x900,5878,,3.174
500X900-B2F-DONG-0230,500X900,보(X),DONG,B2F,500x900,5550,,2.4975
500X900-B2F-DONG-0231,500X900,보(Y),DONG,B2F,500x900,891,,0.4007
1100X900-B2F-DONG-0015,1100X900,보(Y),DONG,B2F,1100x900,665,,0.6585
1100X900-B2F-DONG-0016,1100X900,보(X),DONG,B2F,1100x900,1240,,1.2275
700X900-B2F-DONG-0098,700X900,보(Y),DONG,B2F,700x900,936,,0.5897
700X900-B2F-DONG-0099,700X900,보(X),DONG,B2F,700x900,4900,,3.087
700X900-B2F-DONG-0100,700X900,보(X),DONG,B2F,700x900,3281,,2.0668
1100X900-B2F-DONG-0017,1100X900,보(X),DONG,B2F,1100x900,9268,,9.1752
700X900-B2F-DONG-0101,700X900,보(X),DONG,B2F,700x900,7690,,4.8447
600X900-B2F-DONG-0087,600X900,보(X),DONG,B2F,600x900,1208,,0.6524
600X900-B2F-DONG-0088,600X900,보(Y),DONG,B2F,600x900,1117,,0.6031
600X900-B2F-DONG-0089,600X900,보(X),DONG,B2F,600x900,5308,,2.8661
1100X900-B2F-DONG-0018,1100X900,보(Y),DONG,B2F,1100x900,5060,,5.0098
1100X900-B2F-DONG-0019,1100X900,보(Y),DONG,B2F,1100x900,6157,,6.0956
500X700-B2F-DONG-0005,500X700,보(Y),DONG,B2F,500x700,3107,,1.0873
500X700-B2F-DONG-0006,500X700,보(Y),DONG,B2F,500x700,2320,,0.812
700X900-B2F-DONG-0102,700X900,보(X),DONG,B2F,700x900,843,,0.5311
700X900-B2F-DONG-0103,700X900,보(Y),DONG,B2F,700x900,3187,,2.0081
500X900-B2F-DONG-0232,500X900,보(Y),DONG,B2F,500x900,4070,,1.8315
700X900-B2F-DONG-0104,700X900,보(Y),DONG,B2F,700x900,3715,,2.3404
600X900_EST-B2F-DONG-0006,600X900_EST,보(X),DONG,B2F,600x900,23600,,12.744
500X900-B2F-DONG-0233,500X900,보(X),DONG,B2F,500x900,6900,,3.105
500X900-B2F-DONG-0234,500X900,보(Y),DONG,B2F,500x900,4700,,2.115
500X900-B2F-DONG-0235,500X900,보(Y),DONG,B2F,500x900,1300,,0.585
500X900-B2F-DONG-0236,500X900,보(Y),DONG,B2F,500x900,2800,,1.26
500X900-B2F-DONG-0237,500X900,보(X),DONG,B2F,500x900,5100,,2.295
500X900-B2F-DONG-0238,500X900,보(X),DONG,B2F,500x900,7649,,3.4419
500X900-B2F-DONG-0239,500X900,보(Y),DONG,B2F,500x900,5467,,2.4601
500X900-B2F-DONG-0240,500X900,보(X),DONG,B2F,500x900,7501,,3.3753
500X900-B2F-DONG-0241,500X900,보(Y),DONG,B2F,500x900,5467,,2.4601
500X900-B2F-DONG-0242,500X900,보(Y),DONG,B2F,500x900,7966,,3.5849
600X600-B2F-DONG-0018,600X600,보(Y),DONG,B2F,600x600,7966,,2.8679
500X900-B2F-DONG-0243,500X900,보(Y),DONG,B2F,500x900,8016,,3.6073
500X900-B2F-DONG-0244,500X900,보(Y),DONG,B2F,500x900,8216,,3.6974
600X900-B2F-DONG-0090,600X900,보(Y),DONG,B2F,600x900,8016,,4.3288
600X900-B2F-DONG-0091,600X900,보(Y),DONG,B2F,600x900,7966,,4.3018
500X600-B2F-DONG-0540,500X600,보(X),DONG,B2F,500x600,3410,,1.0229
500X900-B2F-DONG-0245,500X900,보(Y),DONG,B2F,500x900,3855,,1.7346
500X900-B2F-DONG-0246,500X900,보(Y),DONG,B2F,500x900,7517,,3.3827
500X600-B2F-DONG-0541,500X600,보(X),DONG,B2F,500x600,2390,,0.7171
500X600-B2F-DONG-0542,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
500X600-B2F-DONG-0543,500X600,보(Y),DONG,B2F,500x600,4002,,1.2006
500X600-B2F-DONG-0544,500X600,보(X),DONG,B2F,500x600,2220,,0.6661
500X600-B2F-DONG-0545,500X600,보(X),DONG,B2F,500x600,2220,,0.6661
500X600-B2F-DONG-0546,500X600,보(X),DONG,B2F,500x600,5120,,1.536
500X600-B2F-DONG-0547,500X600,보(X),DONG,B2F,500x600,6115,,1.8345
500X600-B2F-DONG-0548,500X600,보(X),DONG,B2F,500x600,3060,,0.918
500X600-B2F-DONG-0549,500X600,보(X),DONG,B2F,500x600,1971,,0.5912
500X600-B2F-DONG-0550,500X600,보(X),DONG,B2F,500x600,4025,,1.2075
500X600-B2F-DONG-0551,500X600,보(X),DONG,B2F,500x600,3060,,0.918
500X600-B2F-DONG-0552,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
500X600-B2F-DONG-0553,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
500X600-B2F-DONG-0554,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
400X800-B2F-DONG-0179,400X800,보(Y),DONG,B2F,400x800,4002,,1.2806
500X600-B2F-DONG-0555,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
500X600-B2F-DONG-0556,500X600,보(Y),DONG,B2F,500x600,4000,,1.2
500X600-B2F-DONG-0557,500X600,보(X),DONG,B2F,500x600,2592,,0.7776
500X600-B2F-DONG-0558,500X600,보(X),DONG,B2F,500x600,2159,,0.6478
500X600-B2F-DONG-0559,500X600,보(Y),DONG,B2F,500x600,4038,,1.2115
500X600-B2F-DONG-0560,500X600,보(Y),DONG,B2F,500x600,4038,,1.2115
500X600-B2F-DONG-0561,500X600,보(Y),DONG,B2F,500x600,4541,,1.3623
500X600-B2F-DONG-0562,500X600,보(Y),DONG,B2F,500x600,4036,,1.2109
500X600-B2F-DONG-0563,500X600,보(X),DONG,B2F,500x600,5120,,1.536
500X600-B2F-DONG-0564,500X600,보(X),DONG,B2F,500x600,4025,,1.2075
500X600-B2F-DONG-0565,500X600,보(X),DONG,B2F,500x600,3644,,1.0933
500X600-B2F-DONG-0566,500X600,보(Y),DONG,B2F,500x600,500,,0.15
1100X900-B2F-DONG-0020,1100X900,보(X),DONG,B2F,1100x900,8775,,8.6873
1100X900-B2F-DONG-0021,1100X900,보(X),DONG,B2F,1100x900,8714,,8.6266
600X900-B2F-DONG-0092,600X900,보(Y),DONG,B2F,600x900,8131,,4.391
600X900-B2F-DONG-0093,600X900,보(Y),DONG,B2F,600x900,7421,,4.0075
800X900-B2F-DONG-0049,800X900,보(Y),DONG,B2F,800x900,7965,,5.7345
800X900-B2F-DONG-0050,800X900,보(Y),DONG,B2F,800x900,8142,,5.8622
500X600-B2F-DONG-0567,500X600,보(X),DONG,B2F,500x600,3393,,1.0179
600X900-B2F-DONG-0094,600X900,보(Y),DONG,B2F,600x900,4146,,2.239
600X900-B2F-DONG-0095,600X900,보(Y),DONG,B2F,600x900,4146,,2.239
500X700-B2F-DONG-0007,500X700,보(Y),DONG,B2F,500x700,8244,,2.8855
500X700-B2F-DONG-0008,500X700,보(Y),DONG,B2F,500x700,8111,,2.8388
800X900-B2F-DONG-0051,800X900,보(Y),DONG,B2F,800x900,8155,,5.8714
800X900-B2F-DONG-0052,800X900,보(Y),DONG,B2F,800x900,8155,,5.8714
600X900-B2F-DONG-0096,600X900,보(Y),DONG,B2F,600x900,4146,,2.239
600X900-B2F-DONG-0097,600X900,보(Y),DONG,B2F,600x900,4146,,2.239
800X900-B2F-DONG-0053,800X900,보(Y),DONG,B2F,800x900,8191,,5.8975
500X600-B2F-DONG-0568,500X600,보(Y),DONG,B2F,500x600,8191,,2.4573
500X600-B2F-DONG-0569,500X600,보(X),DONG,B2F,500x600,8137,,2.4411
500X600-B2F-DONG-0570,500X600,보(X),DONG,B2F,500x600,8277,,2.4832
1200X900-B2F-DONG-0001,1200X900,보(X),DONG,B2F,1200x900,6963,,7.5198
1200X900-B2F-DONG-0002,1200X900,보(X),DONG,B2F,1200x900,7145,,7.7163
900X900-B2F-DONG-0026,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
700X1500-B2F-DONG-0003,700X1500,보(Y),DONG,B2F,700x1500,7700,,8.085
900X900-B2F-DONG-0027,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
900X900-B2F-DONG-0028,900X900,보(Y),DONG,B2F,900x900,7599,,6.1552
1100X900-B2F-DONG-0022,1100X900,보(Y),DONG,B2F,1100x900,7700,,7.623
1100X900-B2F-DONG-0023,1100X900,보(Y),DONG,B2F,1100x900,7700,,7.623
900X900-B2F-DONG-0029,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0030,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
1000X900-B2F-DONG-0009,1000X900,보(X),DONG,B2F,1000x900,900,,0.81
900X900-B2F-DONG-0031,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0032,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0247,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0033,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0034,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0035,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0036,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0037,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0248,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0038,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0039,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0040,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0041,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0042,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0249,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0043,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0044,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0045,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0046,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0047,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0250,500X900,보(X),DONG,B2F,500x900,900,,0.405
600X900-B2F-DONG-0098,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0048,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0180,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0181,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0049,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
400X800-B2F-DONG-0182,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0050,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0051,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0052,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0053,900X900,보(X),DONG,B2F,900x900,900,,0.729
400X800-B2F-DONG-0183,400X800,보(Y),DONG,B2F,400x800,7800,,2.496
500X900-B2F-DONG-0251,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0054,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0055,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0056,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0057,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0058,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0252,500X900,보(X),DONG,B2F,500x900,900,,0.405
700X900-B2F-DONG-0105,700X900,보(X),DONG,B2F,700x900,900,,0.567
900X900-B2F-DONG-0059,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0060,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0061,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0062,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
400X800-B2F-DONG-0184,400X800,보(X),DONG,B2F,400x800,900,,0.288
600X900-B2F-DONG-0099,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0063,900X900,보(Y),DONG,B2F,900x900,8200,,6.642
600X900-B2F-DONG-0100,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0064,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0065,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0066,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0067,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0068,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
