부재ID,도면부재명,유형,구역,층,치수(mm),스팬/높이(mm),면적(m²),체적(m³)
900X900-B2F-DONG-0069,900X900,보(X),DONG,B2F,900x900,900,,0.729
600X900-B2F-DONG-0101,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0070,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
400X800-B2F-DONG-0185,400X800,보(X),DONG,B2F,400x800,900,,0.288
600X1500-B2F-DONG-0008,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
400X900-B2F-DONG-0007,400X900,보(Y),DONG,B2F,400x900,7600,,2.736
600X900-B2F-DONG-0102,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0071,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0072,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X1500-B2F-DONG-0009,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
500X600-B2F-DONG-0571,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0073,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0103,600X900,보(X),DONG,B2F,600x900,900,,0.486
600X1500-B2F-DONG-0010,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
900X900-B2F-DONG-0074,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
500X600-B2F-DONG-0572,500X600,보(X),DONG,B2F,500x600,900,,0.27
500X700-B2F-DONG-0009,500X700,보(X),DONG,B2F,500x700,900,,0.315
900X900-B2F-DONG-0075,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X1500-B2F-DONG-0011,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
400X800-B2F-DONG-0186,400X800,보(X),DONG,B2F,400x800,900,,0.288
700X600-B2F-DONG-0058,700X600,보(Y),DONG,B2F,700x600,7800,,3.276
600X900-B2F-DONG-0104,600X900,보(X),DONG,B2F,600x900,900,,0.486
600X1500-B2F-DONG-0012,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
900X900-B2F-DONG-0076,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0187,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0077,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0078,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X1500-B2F-DONG-0013,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
400X800-B2F-DONG-0188,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0079,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0105,600X900,보(X),DONG,B2F,600x900,900,,0.486
500X600-B2F-DONG-0573,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0080,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0189,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0081,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0082,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X600-B2F-DONG-0574,500X600,보(X),DONG,B2F,500x600,900,,0.27
700X600-B2F-DONG-0059,700X600,보(X),DONG,B2F,700x600,900,,0.378
900X900-B2F-DONG-0083,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
700X600-B2F-DONG-0060,700X600,보(X),DONG,B2F,700x600,900,,0.378
500X600-B2F-DONG-0575,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0084,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
700X600-B2F-DONG-0061,700X600,보(X),DONG,B2F,700x600,900,,0.378
600X1200-B2F-DONG-0002,600X1200,보(X),DONG,B2F,600x1200,900,,0.648
900X900-B2F-DONG-0085,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X600-B2F-DONG-0576,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0086,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0087,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
900X900-B2F-DONG-0088,900X900,보(X),DONG,B2F,900x900,900,,0.729
500X600-B2F-DONG-0577,500X600,보(X),DONG,B2F,500x600,900,,0.27
500X600-B2F-DONG-0578,500X600,보(Y),DONG,B2F,500x600,7600,,2.28
700X600-B2F-DONG-0062,700X600,보(X),DONG,B2F,700x600,900,,0.378
700X1700-B2F-DONG-0003,700X1700,보(X),DONG,B2F,700x1700,900,,1.071
900X900-B2F-DONG-0089,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X600-B2F-DONG-0579,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0090,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0091,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
900X900-B2F-DONG-0092,900X900,보(X),DONG,B2F,900x900,900,,0.729
500X600-B2F-DONG-0580,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0093,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0190,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0191,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X600-B2F-DONG-0581,500X600,보(Y),DONG,B2F,500x600,7800,,2.34
400X800-B2F-DONG-0192,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X600-B2F-DONG-0582,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0094,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
400X800-B2F-DONG-0193,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X600-B2F-DONG-0583,500X600,보(X),DONG,B2F,500x600,900,,0.27
500X600-B2F-DONG-0584,500X600,보(Y),DONG,B2F,500x600,7600,,2.28
500X600-B2F-DONG-0585,500X600,보(X),DONG,B2F,500x600,900,,0.27
400X800-B2F-DONG-0194,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0095,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X600-B2F-DONG-0586,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0096,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0097,900X900,보(Y),DONG,B2F,900x900,3100,,2.511
400X800-B2F-DONG-0195,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0098,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0099,900X900,보(Y),DONG,B2F,900x900,3100,,2.511
700X600-B2F-DONG-0063,700X600,보(X),DONG,B2F,700x600,900,,0.378
900X900-B2F-DONG-0100,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0101,900X900,보(Y),DONG,B2F,900x900,3100,,2.511
700X600-B2F-DONG-0064,700X600,보(X),DONG,B2F,700x600,900,,0.378
900X900-B2F-DONG-0102,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0103,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
900X900-B2F-DONG-0104,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0105,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0106,900X900,보(Y),DONG,B2F,900x900,7000,,5.67
500X900-B2F-DONG-0253,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0107,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0108,900X900,보(Y),DONG,B2F,900x900,7900,,6.399
900X900-B2F-DONG-0109,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0110,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0111,900X900,보(Y),DONG,B2F,900x900,7800,,6.3181
900X900-B2F-DONG-0112,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0113,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0114,900X900,보(Y),DONG,B2F,900x900,3500,,2.835
900X900-B2F-DONG-0115,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0116,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0117,900X900,보(Y),DONG,B2F,900x900,7900,,6.399
400X800-B2F-DONG-0196,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X600-B2F-DONG-0587,500X600,보(X),DONG,B2F,500x600,900,,0.27
800X1500-B2F-DONG-0004,800X1500,보(Y),DONG,B2F,800x1500,7900,,9.4799
400X800-B2F-DONG-0197,400X800,보(X),DONG,B2F,400x800,900,,0.288
600X1200-B2F-DONG-0003,600X1200,보(X),DONG,B2F,600x1200,900,,0.648
900X900-B2F-DONG-0118,900X900,보(Y),DONG,B2F,900x900,7900,,6.399
600X1200-B2F-DONG-0004,600X1200,보(X),DONG,B2F,600x1200,900,,0.648
600X900-B2F-DONG-0106,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0119,900X900,보(Y),DONG,B2F,900x900,7900,,6.399
400X800-B2F-DONG-0198,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X900-B2F-DONG-0254,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0120,900X900,보(Y),DONG,B2F,900x900,8300,,6.723
400X800-B2F-DONG-0199,400X800,보(X),DONG,B2F,400x800,900,,0.288
1000X900-B2F-DONG-0010,1000X900,보(X),DONG,B2F,1000x900,900,,0.81
900X900-B2F-DONG-0121,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
1500X1000-B2F-DONG-0002,1500X1000,보(X),DONG,B2F,1500x1000,900,,1.35
900X900-B2F-DONG-0122,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0123,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
500X600-B2F-DONG-0588,500X600,보(X),DONG,B2F,500x600,900,,0.27
600X1200-B2F-DONG-0005,600X1200,보(X),DONG,B2F,600x1200,900,,0.648
900X900-B2F-DONG-0124,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
600X1800-B2F-DONG-0001,600X1800,보(X),DONG,B2F,600x1800,900,,0.972
900X900-B2F-DONG-0125,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0126,900X900,보(Y),DONG,B2F,900x900,7700,,6.237
500X600-B2F-DONG-0589,500X600,보(X),DONG,B2F,500x600,900,,0.27
400X800-B2F-DONG-0200,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0127,900X900,보(Y),DONG,B2F,900x900,8100,,6.561
400X800-B2F-DONG-0201,400X800,보(X),DONG,B2F,400x800,900,,0.288
500X600-B2F-DONG-0590,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0128,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
500X600-B2F-DONG-0591,500X600,보(X),DONG,B2F,500x600,900,,0.27
500X600-B2F-DONG-0592,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0129,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
1100X900-B2F-DONG-0024,1100X900,보(X),DONG,B2F,1100x900,900,,0.891
500X600-B2F-DONG-0593,500X600,보(X),DONG,B2F,500x600,900,,0.27
900X900-B2F-DONG-0130,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
700X600-B2F-DONG-0065,700X600,보(X),DONG,B2F,700x600,900,,0.378
400X800-B2F-DONG-0202,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0131,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
700X600-B2F-DONG-0066,700X600,보(X),DONG,B2F,700x600,900,,0.378
500X700-B2F-DONG-0010,500X700,보(X),DONG,B2F,500x700,900,,0.315
900X900-B2F-DONG-0132,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0203,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0133,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0134,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0204,400X800,보(X),DONG,B2F,400x800,900,,0.288
600X1500-B2F-DONG-0014,600X1500,보(X),DONG,B2F,600x1500,900,,0.81
900X900-B2F-DONG-0135,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0205,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0136,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0137,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0206,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0207,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0138,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0208,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0209,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0139,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X900_EST-B2F-DONG-0008,400X900_EST,보(X),DONG,B2F,400x900,900,,0.324
900X900-B2F-DONG-0140,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0141,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0210,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0211,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0142,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0212,400X800,보(X),DONG,B2F,400x800,900,,0.288
700X900-B2F-DONG-0106,700X900,보(X),DONG,B2F,700x900,900,,0.567
900X900-B2F-DONG-0143,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0213,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0214,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0144,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0215,400X800,보(X),DONG,B2F,400x800,900,,0.288
700X900-B2F-DONG-0107,700X900,보(X),DONG,B2F,700x900,900,,0.567
900X900-B2F-DONG-0145,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
500X900-B2F-DONG-0255,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0146,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0147,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
600X900-B2F-DONG-0107,600X900,보(X),DONG,B2F,600x900,900,,0.486
600X900-B2F-DONG-0108,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0148,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0256,500X900,보(X),DONG,B2F,500x900,900,,0.405
600X900-B2F-DONG-0109,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0149,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0257,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0150,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0151,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0152,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0153,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0154,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0110,600X900,보(X),DONG,B2F,600x900,900,,0.486
900X900-B2F-DONG-0155,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0156,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
900X900-B2F-DONG-0157,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0158,900X900,보(X),DONG,B2F,900x900,900,,0.729
900X900-B2F-DONG-0159,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0111,600X900,보(X),DONG,B2F,600x900,900,,0.486
400X800-B2F-DONG-0216,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0160,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0217,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0218,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0161,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0112,600X900,보(X),DONG,B2F,600x900,900,,0.486
400X800-B2F-DONG-0219,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0162,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
400X800-B2F-DONG-0220,400X800,보(X),DONG,B2F,400x800,900,,0.288
400X800-B2F-DONG-0221,400X800,보(X),DONG,B2F,400x800,900,,0.288
900X900-B2F-DONG-0163,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
600X900-B2F-DONG-0113,600X900,보(X),DONG,B2F,600x900,900,,0.486
500X900-B2F-DONG-0258,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0164,900X900,보(Y),DONG,B2F,900x900,7600,,6.156
500X900-B2F-DONG-0259,500X900,보(X),DONG,B2F,500x900,900,,0.405
500X900-B2F-DONG-0260,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0165,900X900,보(Y),DONG,B2F,900x900,7800,,6.318
500X900-B2F-DONG-0261,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0166,900X900,보(X),DONG,B2F,900x900,600,,0.486
600X900-B2F-DONG-0114,600X900,보(Y),DONG,B2F,600x900,7445,,4.0206
1000X900-B2F-DONG-0011,1000X900,보(X),DONG,B2F,1000x900,600,,0.54
600X900-B2F-DONG-0115,600X900,보(Y),DONG,B2F,600x900,7449,,4.0225
900X900-B2F-DONG-0167,900X900,보(X),DONG,B2F,900x900,600,,0.486
1100X900-B2F-DONG-0025,1100X900,보(X),DONG,B2F,1100x900,600,,0.594
600X900-B2F-DONG-0116,600X900,보(Y),DONG,B2F,600x900,7250,,3.9149
700X900-B2F-DONG-0108,700X900,보(X),DONG,B2F,700x900,600,,0.378
700X900-B2F-DONG-0109,700X900,보(X),DONG,B2F,700x900,618,,0.3895
700X900-B2F-DONG-0110,700X900,보(Y),DONG,B2F,700x900,1393,,0.8778
700X900-B2F-DONG-0111,700X900,보(X),DONG,B2F,700x900,600,,0.378
700X900-B2F-DONG-0112,700X900,보(Y),DONG,B2F,700x900,1543,,0.9718
700X900-B2F-DONG-0113,700X900,보(X),DONG,B2F,700x900,600,,0.378
600X900-B2F-DONG-0117,600X900,보(Y),DONG,B2F,600x900,7590,,4.0986
1100X900-B2F-DONG-0026,1100X900,보(X),DONG,B2F,1100x900,600,,0.594
700X900-B2F-DONG-0114,700X900,보(Y),DONG,B2F,700x900,5737,,3.6146
700X900-B2F-DONG-0115,700X900,보(X),DONG,B2F,700x900,700,,0.441
700X900-B2F-DONG-0116,700X900,보(Y),DONG,B2F,700x900,5912,,3.7246
600X900-B2F-DONG-0118,600X900,보(X),DONG,B2F,600x900,700,,0.378
700X900-B2F-DONG-0117,700X900,보(Y),DONG,B2F,700x900,7889,,4.9699
600X900-B2F-DONG-0119,600X900,보(X),DONG,B2F,600x900,700,,0.378
1100X900-B2F-DONG-0027,1100X900,보(X),DONG,B2F,1100x900,700,,0.6931
700X900-B2F-DONG-0118,700X900,보(Y),DONG,B2F,700x900,7550,,4.7563
1000X900-B2F-DONG-0012,1000X900,보(X),DONG,B2F,1000x900,700,,0.6301
500X900-B2F-DONG-0262,500X900,보(X),DONG,B2F,500x900,900,,0.405
900X900-B2F-DONG-0168,900X900,보(Y),DONG,B2F,900x900,9710,,7.8651
500X900-B2F-DONG-0263,500X900,보(X),DONG,B2F,500x900,901,,0.4054
700X900-B2F-DONG-0119,700X900,보(X),DONG,B2F,700x900,900,,0.567
900X900-B2F-DONG-0169,900X900,보(Y),DONG,B2F,900x900,9510,,7.7031
700X900-B2F-DONG-0120,700X900,보(X),DONG,B2F,700x900,901,,0.5675
700X900-B2F-DONG-0121,700X900,보(X),DONG,B2F,700x900,700,,0.441
700X900-B2F-DONG-0122,700X900,보(Y),DONG,B2F,700x900,9510,,5.9913
700X900-B2F-DONG-0123,700X900,보(X),DONG,B2F,700x900,701,,0.4415
700X900-B2F-DONG-0124,700X900,보(X),DONG,B2F,700x900,700,,0.441
700X900-B2F-DONG-0125,700X900,보(Y),DONG,B2F,700x900,4020,,2.5325
700X900-B2F-DONG-0126,700X900,보(X),DONG,B2F,700x900,701,,0.4415
600X900-B2F-DONG-0120,600X900,보(Y),DONG,B2F,600x900,600,,0.324
600X900-B2F-DONG-0121,600X900,보(X),DONG,B2F,600x900,7639,,4.1252
500X900-B2F-DONG-0264,500X900,보(Y),DONG,B2F,500x900,600,,0.27
600X900-B2F-DONG-0122,600X900,보(Y),DONG,B2F,600x900,618,,0.3339
600X900-B2F-DONG-0123,600X900,보(X),DONG,B2F,600x900,4268,,2.3046
600X900-B2F-DONG-0124,600X900,보(Y),DONG,B2F,600x900,600,,0.324
500X900-B2F-DONG-0265,500X900,보(Y),DONG,B2F,500x900,600,,0.27
600X900-B2F-DONG-0125,600X900,보(X),DONG,B2F,600x900,7500,,4.0501
700X900-B2F-DONG-0127,700X900,보(Y),DONG,B2F,700x900,600,,0.378
700X900-B2F-DONG-0128,700X900,보(X),DONG,B2F,700x900,700,,0.441
700X900-B2F-DONG-0129,700X900,보(Y),DONG,B2F,700x900,7504,,4.7278
1100X900-B2F-DONG-0028,1100X900,보(X),DONG,B2F,1100x900,700,,0.6931
700X900-B2F-DONG-0130,700X900,보(X),DONG,B2F,700x900,722,,0.4546
700X900-B2F-DONG-0131,700X900,보(Y),DONG,B2F,700x900,2335,,1.4711
700X900-B2F-DONG-0132,700X900,보(X),DONG,B2F,700x900,700,,0.441
800X900-B2F-DONG-0054,800X900,보(X),DONG,B2F,800x900,618,,0.4452
600X900-B2F-DONG-0126,600X900,보(Y),DONG,B2F,600x900,3372,,1.8209
600X900-B2F-DONG-0127,600X900,보(X),DONG,B2F,600x900,600,,0.324
500X900-B2F-DONG-0266,500X900,보(Y),DONG,B2F,500x900,3850,,1.7325
500X900-B2F-DONG-0267,500X900,보(X),DONG,B2F,500x900,500,,0.225
700X900-B2F-DONG-0133,700X900,보(X),DONG,B2F,700x900,700,,0.441
700X900-B2F-DONG-0134,700X900,보(Y),DONG,B2F,700x900,4100,,2.583
800X900-B2F-DONG-0055,800X900,보(X),DONG,B2F,800x900,700,,0.504
600X900-B2F-DONG-0128,600X900,보(X),DONG,B2F,600x900,700,,0.378
700X900-B2F-DONG-0135,700X900,보(Y),DONG,B2F,700x900,4200,,2.646
800X900-B2F-DONG-0056,800X900,보(X),DONG,B2F,800x900,700,,0.504
700X900-B2F-DONG-0136,700X900,보(X),DONG,B2F,700x900,711,,0.4478
700X900-B2F-DONG-0137,700X900,보(Y),DONG,B2F,700x900,4701,,2.9617
900X900-B2F-DONG-0170,900X900,보(X),DONG,B2F,900x900,700,,0.567
900X900-B2F-DONG-0171,900X900,보(X),DONG,B2F,900x900,600,,0.486
600X900-B2F-DONG-0129,600X900,보(Y),DONG,B2F,600x900,7550,,4.077
600X900-B2F-DONG-0130,600X900,보(X),DONG,B2F,600x900,600,,0.324
800X900-B2F-DONG-0057,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0131,600X900,보(Y),DONG,B2F,600x900,7550,,4.077
800X900-B2F-DONG-0058,800X900,보(X),DONG,B2F,800x900,600,,0.432
800X900-B2F-DONG-0059,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0132,600X900,보(Y),DONG,B2F,600x900,7600,,4.104
800X900-B2F-DONG-0060,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0133,600X900,보(X),DONG,B2F,600x900,500,,0.27
500X900-B2F-DONG-0268,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
600X900-B2F-DONG-0134,600X900,보(X),DONG,B2F,600x900,500,,0.27
600X900-B2F-DONG-0135,600X900,보(X),DONG,B2F,600x900,500,,0.27
500X900-B2F-DONG-0269,500X900,보(Y),DONG,B2F,500x900,4700,,2.115
500X900-B2F-DONG-0270,500X900,보(X),DONG,B2F,500x900,500,,0.225
700X900-B2F-DONG-0138,700X900,보(X),DONG,B2F,700x900,500,,0.315
500X900-B2F-DONG-0271,500X900,보(Y),DONG,B2F,500x900,7150,,3.2175
600X900-B2F-DONG-0136,600X900,보(X),DONG,B2F,600x900,500,,0.27
700X900-B2F-DONG-0139,700X900,보(X),DONG,B2F,700x900,500,,0.315
500X900-B2F-DONG-0272,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
700X900-B2F-DONG-0140,700X900,보(X),DONG,B2F,700x900,500,,0.315
700X900-B2F-DONG-0141,700X900,보(X),DONG,B2F,700x900,500,,0.315
500X900-B2F-DONG-0273,500X900,보(Y),DONG,B2F,500x900,7800,,3.51
700X900-B2F-DONG-0142,700X900,보(X),DONG,B2F,700x900,500,,0.315
700X900-B2F-DONG-0143,700X900,보(X),DONG,B2F,700x900,1917,,1.2076
700X900-B2F-DONG-0144,700X900,보(X),DONG,B2F,700x900,500,,0.315
500X900-B2F-DONG-0274,500X900,보(Y),DONG,B2F,500x900,7700,,3.465
700X900-B2F-DONG-0145,700X900,보(X),DONG,B2F,700x900,500,,0.315
500X900-B2F-DONG-0275,500X900,보(X),DONG,B2F,500x900,500,,0.225
500X900-B2F-DONG-0276,500X900,보(Y),DONG,B2F,500x900,3650,,1.6425
700X900-B2F-DONG-0146,700X900,보(X),DONG,B2F,700x900,500,,0.315
600X900-B2F-DONG-0137,600X900,보(X),DONG,B2F,600x900,600,,0.324
600X900-B2F-DONG-0138,600X900,보(Y),DONG,B2F,600x900,3500,,1.89
800X900-B2F-DONG-0061,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0139,600X900,보(X),DONG,B2F,600x900,600,,0.324
600X900-B2F-DONG-0140,600X900,보(Y),DONG,B2F,600x900,3500,,1.89
800X900-B2F-DONG-0062,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0141,600X900,보(X),DONG,B2F,600x900,600,,0.324
600X900-B2F-DONG-0142,600X900,보(Y),DONG,B2F,600x900,3500,,1.89
800X900-B2F-DONG-0063,800X900,보(X),DONG,B2F,800x900,600,,0.432
800X900-B2F-DONG-0064,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0143,600X900,보(Y),DONG,B2F,600x900,7650,,4.131
700X900-B2F-DONG-0147,700X900,보(X),DONG,B2F,700x900,600,,0.378
800X900-B2F-DONG-0065,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0144,600X900,보(Y),DONG,B2F,600x900,7550,,4.077
900X900-B2F-DONG-0172,900X900,보(X),DONG,B2F,900x900,600,,0.486
800X900-B2F-DONG-0066,800X900,보(X),DONG,B2F,800x900,600,,0.432
600X900-B2F-DONG-0145,600X900,보(Y),DONG,B2F,600x900,7500,,4.05
