부재ID,도면명,유형,구역,층,치수,체적(m³)
500X600-B2F-DONG-0125,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0126,500X600,보(X),DONG,B2F,500x600,2.28
500X600-B2F-DONG-0127,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0128,500X600,보(X),DONG,B2F,500x600,2.28
500X600-B2F-DONG-0129,500X600,보(X),DONG,B2F,500x600,2.25
700X600-B2F-DONG-0016,700X600,보(Y),DONG,B2F,700x600,0.21
500X600-B2F-DONG-0130,500X600,보(X),DONG,B2F,500x600,2.25
500X600-B2F-DONG-0131,500X600,보(X),DONG,B2F,500x600,2.25
700X600-B2F-DONG-0017,700X600,보(Y),DONG,B2F,700x600,0.21
500X600-B2F-DONG-0132,500X600,보(X),DONG,B2F,500x600,2.25
700X600-B2F-DONG-0018,700X600,보(Y),DONG,B2F,700x600,0.2121
500X600-B2F-DONG-0133,500X600,보(X),DONG,B2F,500x600,1.6464
700X600-B2F-DONG-0019,700X600,보(Y),DONG,B2F,700x600,0.21
500X600-B2F-DONG-0134,500X600,보(X),DONG,B2F,500x600,2.2161
700X600-B2F-DONG-0020,700X600,보(Y),DONG,B2F,700x600,0.2154
500X600-B2F-DONG-0135,500X600,보(X),DONG,B2F,500x600,2.2035
500X600-B2F-DONG-0136,500X600,보(X),DONG,B2F,500x600,2.0076
700X600-B2F-DONG-0021,700X600,보(Y),DONG,B2F,700x600,0.2154
500X600-B2F-DONG-0137,500X600,보(X),DONG,B2F,500x600,1.9734
600X600-B2F-DONG-0006,600X600,보(Y),DONG,B2F,600x600,0.18
600X1800-B2F-DONG-0002,600X1800,보(Y),DONG,B2F,600x1800,0.5441
600X900_EST-B2F-DONG-0002,600X900_EST,보(X),DONG,B2F,600x900,4.4515
500X600-B2F-DONG-0138,500X600,보(Y),DONG,B2F,500x600,0.15
600X900_EST-B2F-DONG-0003,600X900_EST,보(X),DONG,B2F,600x900,4.418
500X600-B2F-DONG-0139,500X600,보(X),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0140,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0141,500X600,보(X),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0142,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0143,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0144,500X600,보(X),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0145,500X600,보(X),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0146,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0147,500X600,보(X),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0148,500X600,보(X),DONG,B2F,500x600,2.7864
600X600-B2F-DONG-0007,600X600,보(Y),DONG,B2F,600x600,0.18
500X600-B2F-DONG-0149,500X600,보(X),DONG,B2F,500x600,2.8332
500X600-B2F-DONG-0150,500X600,보(X),DONG,B2F,500x600,2.2713
500X600-B2F-DONG-0151,500X600,보(Y),DONG,B2F,500x600,0.155
500X600-B2F-DONG-0152,500X600,보(X),DONG,B2F,500x600,2.2789
500X600-B2F-DONG-0153,500X600,보(X),DONG,B2F,500x600,1.9261
500X600-B2F-DONG-0154,500X600,보(Y),DONG,B2F,500x600,0.155
500X600-B2F-DONG-0155,500X600,보(X),DONG,B2F,500x600,1.8869
400X800-B2F-DONG-0024,400X800,보(Y),DONG,B2F,400x800,0.16
500X600-B2F-DONG-0156,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0157,500X600,보(Y),DONG,B2F,500x600,2.325
600X600-B2F-DONG-0008,600X600,보(X),DONG,B2F,600x600,0.18
500X600-B2F-DONG-0158,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0159,500X600,보(Y),DONG,B2F,500x600,1.29
500X600-B2F-DONG-0160,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0161,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0162,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0163,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0164,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0165,500X600,보(Y),DONG,B2F,500x600,2.46
500X600-B2F-DONG-0166,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0167,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0168,500X600,보(Y),DONG,B2F,500x600,2.46
500X600-B2F-DONG-0169,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0170,500X600,보(Y),DONG,B2F,500x600,1.6221
500X600-B2F-DONG-0171,500X600,보(X),DONG,B2F,500x600,0.1514
500X600-B2F-DONG-0172,500X600,보(Y),DONG,B2F,500x600,1.6014
500X600-B2F-DONG-0173,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0174,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0175,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0176,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0177,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0178,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0179,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0180,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0181,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0182,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0183,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0184,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0185,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0186,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0187,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0188,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0189,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0190,500X600,보(Y),DONG,B2F,500x600,2.475
500X600-B2F-DONG-0191,500X600,보(X),DONG,B2F,500x600,0.15
600X900-B2F-DONG-0001,600X900,보(Y),DONG,B2F,600x900,4.455
500X600-B2F-DONG-0192,500X600,보(Y),DONG,B2F,500x600,1.5
500X600-B2F-DONG-0193,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0194,500X600,보(Y),DONG,B2F,500x600,1.5
500X600-B2F-DONG-0195,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0196,500X600,보(Y),DONG,B2F,500x600,1.62
500X600-B2F-DONG-0197,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0198,500X600,보(Y),DONG,B2F,500x600,1.62
500X600-B2F-DONG-0199,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0200,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0201,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0202,500X600,보(Y),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0203,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0204,500X600,보(Y),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0205,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0206,500X600,보(Y),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0207,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0208,500X600,보(Y),DONG,B2F,500x600,2.295
500X600-B2F-DONG-0209,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0210,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0211,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0212,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0213,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0214,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0215,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0216,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0217,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0218,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0219,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0220,500X600,보(Y),DONG,B2F,500x600,2.34
500X600-B2F-DONG-0221,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0222,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0223,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0224,500X600,보(X),DONG,B2F,500x600,1.4273
500X600-B2F-DONG-0225,500X600,보(X),DONG,B2F,500x600,1.4273
500X600-B2F-DONG-0226,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0227,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0228,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0229,500X600,보(X),DONG,B2F,500x600,1.77
500X600-B2F-DONG-0230,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0231,500X600,보(X),DONG,B2F,500x600,1.77
500X600-B2F-DONG-0232,500X600,보(X),DONG,B2F,500x600,1.53
500X600-B2F-DONG-0233,500X600,보(X),DONG,B2F,500x600,1.53
500X900-B2F-DONG-0002,500X900,보(X),DONG,B2F,500x900,0.2981
500X600-B2F-DONG-0234,500X600,보(X),DONG,B2F,500x600,2.0102
500X600-B2F-DONG-0235,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0236,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0237,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0238,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0239,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0240,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0241,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0242,500X600,보(X),DONG,B2F,500x600,0.1988
500X600-B2F-DONG-0243,500X600,보(Y),DONG,B2F,500x600,1.806
500X600-B2F-DONG-0244,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0245,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0246,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0247,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0248,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0249,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0250,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0251,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0252,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0253,500X600,보(Y),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0254,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0255,500X600,보(Y),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0256,500X600,보(Y),DONG,B2F,500x600,2.325
500X600-B2F-DONG-0257,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0258,500X600,보(Y),DONG,B2F,500x600,2.325
500X900-B2F-DONG-0003,500X900,보(Y),DONG,B2F,500x900,3.4875
500X600-B2F-DONG-0259,500X600,보(X),DONG,B2F,500x600,0.15
500X900-B2F-DONG-0004,500X900,보(Y),DONG,B2F,500x900,3.4875
500X600-B2F-DONG-0260,500X600,보(Y),DONG,B2F,500x600,2.475
500X600-B2F-DONG-0261,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0262,500X600,보(Y),DONG,B2F,500x600,2.475
500X600-B2F-DONG-0263,500X600,보(Y),DONG,B2F,500x600,2.475
500X900-B2F-DONG-0005,500X900,보(X),DONG,B2F,500x900,0.225
500X600-B2F-DONG-0264,500X600,보(Y),DONG,B2F,500x600,2.475
600X1500-B2F-DONG-0004,600X1500,보(X),DONG,B2F,600x1500,0.5366
500X600-B2F-DONG-0265,500X600,보(Y),DONG,B2F,500x600,1.2383
500X600-B2F-DONG-0266,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0267,500X600,보(Y),DONG,B2F,500x600,1.1409
500X600-B2F-DONG-0268,500X600,보(Y),DONG,B2F,500x600,2.475
500X600-B2F-DONG-0269,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0270,500X600,보(Y),DONG,B2F,500x600,2.475
500X600-B2F-DONG-0271,500X600,보(Y),DONG,B2F,500x600,1.485
500X600-B2F-DONG-0272,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0273,500X600,보(Y),DONG,B2F,500x600,1.485
500X600-B2F-DONG-0274,500X600,보(X),DONG,B2F,500x600,0.1546
500X600-B2F-DONG-0275,500X600,보(Y),DONG,B2F,500x600,1.3182
500X900-B2F-DONG-0006,500X900,보(X),DONG,B2F,500x900,0.225
500X600-B2F-DONG-0276,500X600,보(X),DONG,B2F,500x600,0.1546
500X600-B2F-DONG-0277,500X600,보(Y),DONG,B2F,500x600,2.5548
600X600-B2F-DONG-0009,600X600,보(Y),DONG,B2F,600x600,0.1801
500X600-B2F-DONG-0278,500X600,보(X),DONG,B2F,500x600,2.2142
500X600-B2F-DONG-0279,500X600,보(X),DONG,B2F,500x600,1.5508
600X600-B2F-DONG-0010,600X600,보(Y),DONG,B2F,600x600,0.1801
500X600-B2F-DONG-0280,500X600,보(X),DONG,B2F,500x600,1.53
500X600-B2F-DONG-0281,500X600,보(X),DONG,B2F,500x600,2.2361
500X600-B2F-DONG-0282,500X600,보(Y),DONG,B2F,500x600,0.1501
500X600-B2F-DONG-0283,500X600,보(X),DONG,B2F,500x600,2.2309
500X600-B2F-DONG-0284,500X600,보(X),DONG,B2F,500x600,0.1529
500X600-B2F-DONG-0285,500X600,보(X),DONG,B2F,500x600,2.5315
500X600-B2F-DONG-0286,500X600,보(Y),DONG,B2F,500x600,0.1501
500X600-B2F-DONG-0287,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0288,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0289,500X600,보(Y),DONG,B2F,500x600,2.31
500X600-B2F-DONG-0290,500X600,보(Y),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0291,500X600,보(X),DONG,B2F,500x600,0.15
600X900-B2F-DONG-0002,600X900,보(Y),DONG,B2F,600x900,4.266
600X900-B2F-DONG-0003,600X900,보(Y),DONG,B2F,600x900,4.266
600X900-B2F-DONG-0004,600X900,보(X),DONG,B2F,600x900,0.27
600X900-B2F-DONG-0005,600X900,보(Y),DONG,B2F,600x900,4.266
500X600-B2F-DONG-0292,500X600,보(X),DONG,B2F,500x600,2.0562
500X600-B2F-DONG-0293,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0294,500X600,보(Y),DONG,B2F,500x600,2.0553
500X600-B2F-DONG-0295,500X600,보(Y),DONG,B2F,500x600,2.385
500X600-B2F-DONG-0296,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0297,500X600,보(Y),DONG,B2F,500x600,2.385
500X600-B2F-DONG-0298,500X600,보(Y),DONG,B2F,500x600,2.43
600X900-B2F-DONG-0006,600X900,보(X),DONG,B2F,600x900,0.27
500X600-B2F-DONG-0299,500X600,보(Y),DONG,B2F,500x600,2.43
500X600-B2F-DONG-0300,500X600,보(Y),DONG,B2F,500x600,2.415
500X600-B2F-DONG-0301,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0302,500X600,보(Y),DONG,B2F,500x600,2.415
500X600-B2F-DONG-0303,500X600,보(X),DONG,B2F,500x600,2.271
500X600-B2F-DONG-0304,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0305,500X600,보(X),DONG,B2F,500x600,2.271
800X900-B2F-DONG-0001,800X900,보(Y),DONG,B2F,800x900,0.3626
500X600-B2F-DONG-0306,500X600,보(X),DONG,B2F,500x600,1.6315
600X600-B2F-DONG-0011,600X600,보(Y),DONG,B2F,600x600,0.18
600X900-B2F-DONG-0007,600X900,보(Y),DONG,B2F,600x900,0.272
500X600-B2F-DONG-0307,500X600,보(X),DONG,B2F,500x600,1.5805
600X600-B2F-DONG-0012,600X600,보(Y),DONG,B2F,600x600,0.1829
500X600-B2F-DONG-0308,500X600,보(X),DONG,B2F,500x600,2.1226
500X600-B2F-DONG-0309,500X600,보(X),DONG,B2F,500x600,2.1673
600X600-B2F-DONG-0013,600X600,보(Y),DONG,B2F,600x600,0.1829
600X900-B2F-DONG-0008,600X900,보(X),DONG,B2F,600x900,2.3536
600X600-B2F-DONG-0014,600X600,보(X),DONG,B2F,600x600,0.5236
600X900-B2F-DONG-0009,600X900,보(X),DONG,B2F,600x900,2.6955
800X1500-B2F-DONG-0008,800X1500,보(X),DONG,B2F,800x1500,0.7325
500X600-B2F-DONG-0310,500X600,보(Y),DONG,B2F,500x600,2.43
500X600-B2F-DONG-0311,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0312,500X600,보(Y),DONG,B2F,500x600,2.43
500X600-B2F-DONG-0313,500X600,보(Y),DONG,B2F,500x600,2.5988
600X600-B2F-DONG-0015,600X600,보(X),DONG,B2F,600x600,0.18
500X600-B2F-DONG-0314,500X600,보(Y),DONG,B2F,500x600,2.5748
500X600-B2F-DONG-0315,500X600,보(Y),DONG,B2F,500x600,1.2
500X600-B2F-DONG-0316,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0317,500X600,보(Y),DONG,B2F,500x600,1.2
500X600-B2F-DONG-0318,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0319,500X600,보(Y),DONG,B2F,500x600,1.365
500X600-B2F-DONG-0320,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0321,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0322,500X600,보(Y),DONG,B2F,500x600,2.3693
500X600-B2F-DONG-0323,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0324,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0325,500X600,보(Y),DONG,B2F,500x600,2.3693
500X600-B2F-DONG-0326,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0327,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0328,500X600,보(Y),DONG,B2F,500x600,2.3693
500X600-B2F-DONG-0329,500X600,보(X),DONG,B2F,500x600,0.15
400X900-B2F-DONG-0001,400X900,보(Y),DONG,B2F,400x900,0.1813
500X600-B2F-DONG-0330,500X600,보(X),DONG,B2F,500x600,1.8624
500X600-B2F-DONG-0331,500X600,보(X),DONG,B2F,500x600,2.1168
500X600-B2F-DONG-0332,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0333,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0334,500X600,보(X),DONG,B2F,500x600,1.9041
500X600-B2F-DONG-0335,500X600,보(X),DONG,B2F,500x600,2.0493
500X600-B2F-DONG-0336,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0337,500X600,보(X),DONG,B2F,500x600,2.0115
500X600-B2F-DONG-0338,500X600,보(Y),DONG,B2F,500x600,2.2515
700X600-B2F-DONG-0022,700X600,보(X),DONG,B2F,700x600,0.21
500X600-B2F-DONG-0339,500X600,보(Y),DONG,B2F,500x600,2.2889
500X600-B2F-DONG-0340,500X600,보(X),DONG,B2F,500x600,0.3839
500X600-B2F-DONG-0341,500X600,보(Y),DONG,B2F,500x600,1.7552
900X900-B2F-DONG-0002,900X900,보(X),DONG,B2F,900x900,0.405
700X600-B2F-DONG-0023,700X600,보(X),DONG,B2F,700x600,0.21
500X600-B2F-DONG-0342,500X600,보(Y),DONG,B2F,500x600,2.19
500X600-B2F-DONG-0343,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0344,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0345,500X600,보(Y),DONG,B2F,500x600,2.4
500X600-B2F-DONG-0346,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0347,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0348,500X600,보(Y),DONG,B2F,500x600,1.905
500X600-B2F-DONG-0349,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0350,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0351,500X600,보(Y),DONG,B2F,500x600,1.905
500X600-B2F-DONG-0352,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0353,500X600,보(X),DONG,B2F,500x600,0.1564
500X900-B2F-DONG-0007,500X900,보(Y),DONG,B2F,500x900,3.2908
500X900-B2F-DONG-0008,500X900,보(X),DONG,B2F,500x900,0.225
500X900-B2F-DONG-0009,500X900,보(Y),DONG,B2F,500x900,3.2246
600X1500-B2F-DONG-0005,600X1500,보(X),DONG,B2F,600x1500,0.5874
500X600-B2F-DONG-0354,500X600,보(Y),DONG,B2F,500x600,2.2504
500X600-B2F-DONG-0355,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0356,500X600,보(X),DONG,B2F,500x600,0.1564
500X600-B2F-DONG-0357,500X600,보(Y),DONG,B2F,500x600,2.4339
500X600-B2F-DONG-0358,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0359,500X600,보(Y),DONG,B2F,500x600,2.3898
500X600-B2F-DONG-0360,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0361,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0362,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0363,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0364,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0365,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0366,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0367,500X600,보(X),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0368,500X600,보(Y),DONG,B2F,500x600,0.15
600X1200-B2F-DONG-0007,600X1200,보(Y),DONG,B2F,600x1200,0.36
500X600-B2F-DONG-0369,500X600,보(X),DONG,B2F,500x600,2.37
400X800-B2F-DONG-0025,400X800,보(Y),DONG,B2F,400x800,0.16
500X600-B2F-DONG-0370,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0371,500X600,보(Y),DONG,B2F,500x600,2.19
500X600-B2F-DONG-0372,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0373,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0374,500X600,보(Y),DONG,B2F,500x600,1.425
500X600-B2F-DONG-0375,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0376,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0377,500X600,보(Y),DONG,B2F,500x600,1.425
400X800-B2F-DONG-0026,400X800,보(X),DONG,B2F,400x800,0.16
500X600-B2F-DONG-0378,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0379,500X600,보(Y),DONG,B2F,500x600,2.19
500X600-B2F-DONG-0380,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0381,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0382,500X600,보(Y),DONG,B2F,500x600,2.4
500X600-B2F-DONG-0383,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0384,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0385,500X600,보(Y),DONG,B2F,500x600,2.4
500X600-B2F-DONG-0386,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0387,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0388,500X600,보(Y),DONG,B2F,500x600,2.37
500X600-B2F-DONG-0389,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0390,500X600,보(Y),DONG,B2F,500x600,2.31
600X1400-B2F-DONG-0002,600X1400,보(X),DONG,B2F,600x1400,0.42
500X600-B2F-DONG-0391,500X600,보(Y),DONG,B2F,500x600,2.31
600X900-B2F-DONG-0010,600X900,보(Y),DONG,B2F,600x900,3.4545
600X900-B2F-DONG-0011,600X900,보(Y),DONG,B2F,600x900,3.3872
500X600-B2F-DONG-0392,500X600,보(Y),DONG,B2F,500x600,2.5543
800X900-B2F-DONG-0002,800X900,보(X),DONG,B2F,800x900,0.36
500X600-B2F-DONG-0393,500X600,보(Y),DONG,B2F,500x600,2.4569
500X600-B2F-DONG-0394,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0395,500X600,보(Y),DONG,B2F,500x600,1.14
500X600-B2F-DONG-0396,500X600,보(X),DONG,B2F,500x600,0.15
600X600-B2F-DONG-0016,600X600,보(X),DONG,B2F,600x600,0.18
500X600-B2F-DONG-0397,500X600,보(Y),DONG,B2F,500x600,2.415
500X600-B2F-DONG-0398,500X600,보(X),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0399,500X600,보(X),DONG,B2F,500x600,0.1904
500X600-B2F-DONG-0400,500X600,보(X),DONG,B2F,500x600,0.8497
500X600-B2F-DONG-0401,500X600,보(Y),DONG,B2F,500x600,0.15
500X600-B2F-DONG-0402,500X600,보(X),DONG,B2F,500x600,0.7121
800X1700-B2F-DONG-0004,800X1700,보(X),DONG,B2F,800x1700,0.8629
500X600-B2F-DONG-0403,500X600,보(X),DONG,B2F,500x600,0.5949
500X600-B2F-DONG-0404,500X600,보(Y),DONG,B2F,500x600,0.7614
800X1700-B2F-DONG-0005,800X1700,보(X),DONG,B2F,800x1700,1.1045
500X600-B2F-DONG-0405,500X600,보(Y),DONG,B2F,500x600,0.9534
500X600-B2F-DONG-0406,500X600,보(X),DONG,B2F,500x600,1.74
500X600-B2F-DONG-0407,500X600,보(X),DONG,B2F,500x600,1.74
400X800-B2F-DONG-0027,400X800,보(X),DONG,B2F,400x800,20.0855
500X600-B2F-DONG-0408,500X600,보(Y),DONG,B2F,500x600,1.335
600X900_EST-B2F-DONG-0004,600X900_EST,보(X),DONG,B2F,600x900,4.0637
400X900_EST-B2F-DONG-0029,400X900_EST,보(X),DONG,B2F,400x900,0.2982
500X600-B2F-DONG-0409,500X600,보(X),DONG,B2F,500x600,2.3253
500X600-B2F-DONG-0410,500X600,보(Y),DONG,B2F,500x600,1.305
500X600-B2F-DONG-0411,500X600,보(Y),DONG,B2F,500x600,1.335
500X600-B2F-DONG-0412,500X600,보(X),DONG,B2F,500x600,1.74
500X600-B2F-DONG-0413,500X600,보(Y),DONG,B2F,500x600,1.335
500X600-B2F-DONG-0414,500X600,보(Y),DONG,B2F,500x600,2.22
500X600-B2F-DONG-0415,500X600,보(Y),DONG,B2F,500x600,2.28
500X600-B2F-DONG-0416,500X600,보(X),DONG,B2F,500x600,0.5864
