부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
WL-B1F-1571,WALL,B1F,DONG,281887.9,2360217.4,-5600.0,370.0,200x5970,620.0,157.0,5970.0,0.74,3.701,S-하부벽체
WL-B1F-1572,WALL,B1F,DONG,277735.5,2361311.9,-5600.0,370.0,200x5970,1230.0,67.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1573,WALL,B1F,DONG,278000.3,2360656.2,-5600.0,370.0,200x5970,1230.0,67.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1574,WALL,B1F,DONG,275442.4,2361617.1,-5600.0,370.0,200x5970,4460.0,157.0,5970.0,5.325,26.626,S-하부벽체
WL-B1F-1575,WALL,B1F,DONG,271077.4,2360009.9,-5600.0,370.0,200x5970,830.0,67.0,5970.0,0.991,4.955,S-하부벽체
WL-B1F-1576,WALL,B1F,DONG,271307.6,2359912.2,-5600.0,370.0,200x5970,830.0,67.0,5970.0,0.991,4.955,S-하부벽체
WL-B1F-1577,WALL,B1F,DONG,275477.2,2361059.2,-5600.0,370.0,200x5970,4960.0,157.0,5970.0,5.922,29.611,S-하부벽체
WL-B1F-1578,WALL,B1F,DONG,281991.6,2359380.3,-5600.0,370.0,200x5970,225.0,157.0,5970.0,0.269,1.343,S-하부벽체
WL-B1F-1579,WALL,B1F,DONG,281566.1,2359017.7,-5600.0,370.0,200x5970,725.0,157.0,5970.0,0.866,4.328,S-하부벽체
WL-B1F-1580,WALL,B1F,DONG,272042.9,2359149.2,-5600.0,370.0,200x5970,1950.0,157.0,5970.0,2.328,11.641,S-하부벽체
WL-B1F-1581,WALL,B1F,DONG,272446.1,2357603.8,-5600.0,370.0,200x5970,2530.0,67.0,5970.0,3.021,15.104,S-하부벽체
WL-B1F-1582,WALL,B1F,DONG,273107.9,2354569.0,-5600.0,370.0,200x5970,2040.0,67.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1583,WALL,B1F,DONG,273435.7,2354701.4,-5600.0,370.0,200x5970,2040.0,67.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1584,WALL,B1F,DONG,277502.3,2358689.5,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1585,WALL,B1F,DONG,286762.4,2325850.9,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1586,WALL,B1F,DONG,291569.2,2328271.0,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1587,WALL,B1F,DONG,292414.5,2327536.2,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1588,WALL,B1F,DONG,293201.1,2327183.6,-5600.0,370.0,200x5970,1650.0,139.0,5970.0,1.97,9.85,S-하부벽체
WL-B1F-1589,WALL,B1F,DONG,292684.4,2326970.3,-5600.0,370.0,200x5970,1150.0,139.0,5970.0,1.373,6.865,S-하부벽체
WL-B1F-1590,WALL,B1F,DONG,286888.3,2324151.4,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1591,WALL,B1F,DONG,287451.6,2323496.1,-5600.0,370.0,200x5970,1710.0,139.0,5970.0,2.042,10.209,S-하부벽체
WL-B1F-1592,WALL,B1F,DONG,287615.6,2323684.8,-5600.0,370.0,200x5970,1710.0,139.0,5970.0,2.042,10.209,S-하부벽체
WL-B1F-1593,WALL,B1F,DONG,286533.8,2327599.9,-5600.0,370.0,200x5970,370.0,49.0,5970.0,0.442,2.209,S-하부벽체
WL-B1F-1594,WALL,B1F,DONG,286560.8,2327821.5,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1595,WALL,B1F,DONG,287295.6,2328666.8,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1596,WALL,B1F,DONG,287572.0,2328794.2,-5600.0,370.0,200x5970,555.0,49.0,5970.0,0.663,3.313,S-하부벽체
WL-B1F-1597,WALL,B1F,DONG,287383.3,2328958.2,-5600.0,370.0,200x5970,555.0,49.0,5970.0,0.663,3.313,S-하부벽체
WL-B1F-1598,WALL,B1F,DONG,283491.2,2321897.2,-5600.0,370.0,200x5970,2100.0,49.0,5970.0,2.507,12.537,S-하부벽체
WL-B1F-1599,WALL,B1F,DONG,283302.5,2322061.2,-5600.0,370.0,200x5970,2100.0,49.0,5970.0,2.507,12.537,S-하부벽체
WL-B1F-1600,WALL,B1F,DONG,280216.1,2321292.5,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1601,WALL,B1F,DONG,282708.0,2321186.8,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1602,WALL,B1F,DONG,287678.9,2318826.6,-5600.0,370.0,200x5970,480.0,139.0,5970.0,0.573,2.866,S-하부벽체
WL-B1F-1603,WALL,B1F,DONG,286214.9,2319032.6,-5600.0,370.0,200x5970,1510.0,49.0,5970.0,1.803,9.015,S-하부벽체
WL-B1F-1604,WALL,B1F,DONG,288291.5,2318784.4,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1605,WALL,B1F,DONG,288895.0,2319478.8,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1606,WALL,B1F,DONG,289131.2,2319750.4,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1607,WALL,B1F,DONG,289931.6,2320671.2,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1608,WALL,B1F,DONG,289772.6,2320107.2,-5600.0,370.0,200x5970,3940.0,49.0,5970.0,4.704,23.522,S-하부벽체
WL-B1F-1609,WALL,B1F,DONG,289231.2,2320246.5,-5600.0,370.0,200x5970,3440.0,49.0,5970.0,4.107,20.537,S-하부벽체
WL-B1F-1610,WALL,B1F,DONG,290128.4,2322772.5,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1611,WALL,B1F,DONG,291125.7,2323919.6,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1612,WALL,B1F,DONG,291876.8,2324783.8,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1613,WALL,B1F,DONG,292874.1,2325930.9,-5600.0,370.0,200x5970,500.0,139.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1614,WALL,B1F,DONG,292070.4,2324625.4,-5600.0,370.0,200x5970,5345.0,49.0,5970.0,6.382,31.91,S-하부벽체
WL-B1F-1615,WALL,B1F,DONG,291529.1,2324764.8,-5600.0,370.0,200x5970,4845.0,49.0,5970.0,5.785,28.925,S-하부벽체
WL-B1F-1616,WALL,B1F,DONG,284085.7,2322771.7,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1617,WALL,B1F,DONG,284689.3,2323466.0,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1618,WALL,B1F,DONG,285820.2,2324576.4,-5600.0,370.0,200x5970,3160.0,49.0,5970.0,3.773,18.865,S-하부벽체
WL-B1F-1619,WALL,B1F,DONG,285631.5,2324740.5,-5600.0,370.0,200x5970,3160.0,49.0,5970.0,3.773,18.865,S-하부벽체
WL-B1F-1620,WALL,B1F,DONG,279766.1,2321849.4,-5600.0,370.0,200x5970,1410.0,139.0,5970.0,1.684,8.418,S-하부벽체
WL-B1F-1621,WALL,B1F,DONG,279545.4,2321709.9,-5600.0,370.0,200x5970,1560.0,139.0,5970.0,1.863,9.313,S-하부벽체
WL-B1F-1622,WALL,B1F,DONG,281438.7,2320229.7,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1623,WALL,B1F,DONG,281982.1,2319757.4,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1624,WALL,B1F,DONG,281792.4,2320087.9,-5600.0,370.0,200x5970,720.0,139.0,5970.0,0.86,4.298,S-하부벽체
WL-B1F-1625,WALL,B1F,DONG,281628.4,2319899.2,-5600.0,370.0,200x5970,720.0,139.0,5970.0,0.86,4.298,S-하부벽체
WL-B1F-1626,WALL,B1F,DONG,284261.4,2317776.1,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1627,WALL,B1F,DONG,284424.6,2317468.5,-5600.0,370.0,200x5970,650.0,139.0,5970.0,0.776,3.881,S-하부벽체
WL-B1F-1628,WALL,B1F,DONG,284494.3,2317739.2,-5600.0,370.0,200x5970,400.0,139.0,5970.0,0.478,2.388,S-하부벽체
WL-B1F-1629,WALL,B1F,DONG,285112.8,2317764.7,-5600.0,370.0,200x5970,1350.0,49.0,5970.0,1.612,8.059,S-하부벽체
WL-B1F-1630,WALL,B1F,DONG,285583.4,2318687.2,-5600.0,370.0,200x5970,2860.0,49.0,5970.0,3.415,17.074,S-하부벽체
WL-B1F-1631,WALL,B1F,DONG,286027.3,2317864.1,-5600.0,370.0,200x5970,1250.0,139.0,5970.0,1.492,7.462,S-하부벽체
WL-B1F-1632,WALL,B1F,DONG,286097.0,2318134.8,-5600.0,370.0,200x5970,1000.0,139.0,5970.0,1.194,5.97,S-하부벽체
WL-B1F-1633,WALL,B1F,DONG,286611.3,2317773.8,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1634,WALL,B1F,DONG,286602.3,2317572.9,-5600.0,370.0,200x5970,315.0,49.0,5970.0,0.376,1.881,S-하부벽체
WL-B1F-1635,WALL,B1F,DONG,287280.5,2318543.6,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1636,WALL,B1F,DONG,287797.9,2318391.9,-5600.0,370.0,200x5970,730.0,139.0,5970.0,0.872,4.358,S-하부벽체
WL-B1F-1637,WALL,B1F,DONG,286615.9,2319684.4,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1638,WALL,B1F,DONG,288276.7,2318386.4,-5600.0,370.0,200x5970,620.0,49.0,5970.0,0.74,3.701,S-하부벽체
WL-B1F-1639,WALL,B1F,DONG,287981.4,2318808.8,-5600.0,370.0,200x5970,370.0,49.0,5970.0,0.442,2.209,S-하부벽체
WL-B1F-1640,WALL,B1F,DONG,290600.9,2321997.4,-5600.0,370.0,200x5970,1230.0,139.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1641,WALL,B1F,DONG,289895.5,2321948.1,-5600.0,370.0,200x5970,1230.0,139.0,5970.0,1.469,7.343,S-하부벽체
WL-B1F-1642,WALL,B1F,DONG,290226.9,2322504.7,-5600.0,370.0,200x5970,275.0,49.0,5970.0,0.328,1.642,S-하부벽체
WL-B1F-1643,WALL,B1F,DONG,291974.7,2328249.7,-5600.0,370.0,200x5970,1600.0,139.0,5970.0,1.91,9.552,S-하부벽체
WL-B1F-1644,WALL,B1F,DONG,291514.6,2327987.2,-5600.0,370.0,200x5970,1950.0,139.0,5970.0,2.328,11.641,S-하부벽체
WL-B1F-1645,WALL,B1F,DONG,289685.5,2322644.0,-5600.0,370.0,200x5970,775.0,49.0,5970.0,0.925,4.627,S-하부벽체
WL-B1F-1646,WALL,B1F,DONG,287448.6,2318546.5,-5600.0,370.0,200x5970,225.0,49.0,5970.0,0.269,1.343,S-하부벽체
WL-B1F-1647,WALL,B1F,DONG,287342.0,2318804.9,-5600.0,370.0,200x5970,475.0,49.0,5970.0,0.567,2.836,S-하부벽체
WL-B1F-1648,WALL,B1F,DONG,290491.7,2328677.6,-5600.0,370.0,200x5970,2600.0,49.0,5970.0,3.104,15.522,S-하부벽체
WL-B1F-1649,WALL,B1F,DONG,290221.1,2327985.3,-5600.0,370.0,200x5970,1700.0,49.0,5970.0,2.03,10.149,S-하부벽체
WL-B1F-1650,WALL,B1F,DONG,288708.8,2328173.7,-5600.0,370.0,200x5970,2530.0,139.0,5970.0,3.021,15.104,S-하부벽체
WL-B1F-1651,WALL,B1F,DONG,285618.0,2328482.2,-5600.0,370.0,200x5970,2040.0,139.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1652,WALL,B1F,DONG,285642.6,2328129.5,-5600.0,370.0,200x5970,2040.0,139.0,5970.0,2.436,12.179,S-하부벽체
WL-B1F-1653,WALL,B1F,DONG,288178.9,2323029.5,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1654,WALL,B1F,DONG,238364.5,2329059.7,-5600.0,370.0,200x5970,6300.0,104.0,5970.0,7.522,37.611,S-하부벽체
WL-B1F-1655,WALL,B1F,DONG,238607.0,2329120.2,-5600.0,370.0,200x5970,6300.0,104.0,5970.0,7.522,37.611,S-하부벽체
WL-B1F-1656,WALL,B1F,DONG,269017.6,2354990.7,-5600.0,370.0,200x5970,1430.0,157.0,5970.0,1.707,8.537,S-하부벽체
WL-B1F-1657,WALL,B1F,DONG,268409.9,2352445.9,-5600.0,370.0,200x5970,4340.0,67.0,5970.0,5.182,25.91,S-하부벽체
WL-B1F-1658,WALL,B1F,DONG,269177.3,2353613.9,-5600.0,370.0,200x5970,1590.0,67.0,5970.0,1.898,9.492,S-하부벽체
WL-B1F-1659,WALL,B1F,DONG,268339.2,2351639.4,-5600.0,370.0,200x5970,2300.0,67.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1660,WALL,B1F,DONG,271643.6,2356352.9,-5600.0,370.0,200x5970,4960.0,67.0,5970.0,5.922,29.611,S-하부벽체
WL-B1F-1661,WALL,B1F,DONG,271379.4,2355090.8,-5600.0,370.0,200x5970,2430.0,67.0,5970.0,2.901,14.507,S-하부벽체
WL-B1F-1662,WALL,B1F,DONG,271415.9,2359143.7,-5600.0,370.0,200x5970,2600.0,157.0,5970.0,3.104,15.522,S-하부벽체
WL-B1F-1663,WALL,B1F,DONG,269347.9,2357599.0,-5600.0,370.0,200x5970,4460.0,67.0,5970.0,5.325,26.626,S-하부벽체
WL-B1F-1664,WALL,B1F,DONG,268675.9,2354864.1,-5600.0,370.0,200x5970,1400.0,157.0,5970.0,1.672,8.358,S-하부벽체
WL-B1F-1665,WALL,B1F,DONG,270789.6,2354021.3,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1666,WALL,B1F,DONG,270501.1,2359803.7,-5600.0,370.0,200x5970,900.0,157.0,5970.0,1.075,5.373,S-하부벽체
WL-B1F-1667,WALL,B1F,DONG,269166.7,2357811.7,-5600.0,370.0,200x5970,4710.0,67.0,5970.0,5.624,28.119,S-하부벽체
WL-B1F-1668,WALL,B1F,DONG,269446.7,2349648.3,-5600.0,370.0,200x5970,4095.0,157.0,5970.0,4.889,24.447,S-하부벽체
WL-B1F-1669,WALL,B1F,DONG,270902.2,2349302.1,-5600.0,370.0,200x5970,1145.0,157.0,5970.0,1.367,6.836,S-하부벽체
WL-B1F-1670,WALL,B1F,DONG,269017.4,2350102.2,-5600.0,370.0,200x5970,2450.0,157.0,5970.0,2.925,14.627,S-하부벽체
WL-B1F-1671,WALL,B1F,DONG,268864.9,2353197.8,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1672,WALL,B1F,DONG,269372.8,2354394.5,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1673,WALL,B1F,DONG,269626.9,2354596.3,-5600.0,370.0,200x5970,250.0,67.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1674,WALL,B1F,DONG,269090.0,2352570.0,-5600.0,370.0,200x5970,655.0,157.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1675,WALL,B1F,DONG,269168.1,2352754.1,-5600.0,370.0,200x5970,655.0,157.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1676,WALL,B1F,DONG,270742.3,2351868.6,-5600.0,370.0,200x5970,655.0,157.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1677,WALL,B1F,DONG,270935.5,2352003.9,-5600.0,370.0,200x5970,905.0,157.0,5970.0,1.081,5.403,S-하부벽체
WL-B1F-1678,WALL,B1F,DONG,270594.4,2350682.1,-5600.0,370.0,200x5970,2300.0,67.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1679,WALL,B1F,DONG,270863.6,2350676.5,-5600.0,370.0,200x5970,2500.0,67.0,5970.0,2.985,14.925,S-하부벽체
WL-B1F-1680,WALL,B1F,DONG,268418.0,2355408.2,-5600.0,370.0,200x5970,300.0,67.0,5970.0,0.358,1.791,S-하부벽체
WL-B1F-1681,WALL,B1F,DONG,268139.0,2355390.8,-5600.0,370.0,200x5970,550.0,67.0,5970.0,0.657,3.284,S-하부벽체
WL-B1F-1682,WALL,B1F,DONG,268361.5,2355595.1,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1683,WALL,B1F,DONG,268603.8,2356165.8,-5600.0,370.0,200x5970,250.0,157.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1684,WALL,B1F,DONG,276878.0,2352132.2,-5600.0,370.0,200x5970,8345.0,157.0,5970.0,9.964,49.82,S-하부벽체
WL-B1F-1685,WALL,B1F,DONG,282041.4,2353617.7,-5600.0,370.0,200x5970,6770.0,67.0,5970.0,8.083,40.417,S-하부벽체
WL-B1F-1686,WALL,B1F,DONG,273765.7,2353181.7,-5600.0,370.0,200x5970,2295.0,157.0,5970.0,2.74,13.701,S-하부벽체
WL-B1F-1687,WALL,B1F,DONG,272748.4,2353722.1,-5600.0,370.0,200x5970,200.0,67.0,5970.0,0.239,1.194,S-하부벽체
WL-B1F-1688,WALL,B1F,DONG,279788.2,2328932.2,-5600.0,370.0,200x5970,1340.0,49.0,5970.0,1.6,8.0,S-하부벽체
WL-B1F-1689,WALL,B1F,DONG,279681.6,2329190.5,-5600.0,370.0,200x5970,1590.0,49.0,5970.0,1.898,9.492,S-하부벽체
WL-B1F-1690,WALL,B1F,DONG,279254.3,2328508.5,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1691,WALL,B1F,DONG,277842.4,2334711.3,-5600.0,370.0,200x5970,7290.0,139.0,5970.0,8.704,43.521,S-하부벽체
WL-B1F-1692,WALL,B1F,DONG,276470.8,2335572.4,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1693,WALL,B1F,DONG,277240.6,2334903.2,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1694,WALL,B1F,DONG,278195.4,2334073.3,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1695,WALL,B1F,DONG,279327.4,2333089.2,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1696,WALL,B1F,DONG,280316.1,2332229.7,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1697,WALL,B1F,DONG,281158.5,2331232.5,-5600.0,370.0,200x5970,1080.0,139.0,5970.0,1.29,6.448,S-하부벽체
WL-B1F-1698,WALL,B1F,DONG,281416.8,2331339.1,-5600.0,370.0,200x5970,1330.0,139.0,5970.0,1.588,7.94,S-하부벽체
WL-B1F-1699,WALL,B1F,DONG,281192.1,2330067.0,-5600.0,370.0,200x5970,2215.0,49.0,5970.0,2.645,13.224,S-하부벽체
WL-B1F-1700,WALL,B1F,DONG,281003.4,2330231.0,-5600.0,370.0,200x5970,1715.0,49.0,5970.0,2.048,10.239,S-하부벽체
WL-B1F-1701,WALL,B1F,DONG,282685.9,2327990.0,-5600.0,370.0,200x5970,1740.0,139.0,5970.0,2.078,10.388,S-하부벽체
WL-B1F-1702,WALL,B1F,DONG,281111.9,2324853.3,-5600.0,370.0,200x5970,6300.0,49.0,5970.0,7.522,37.611,S-하부벽체
WL-B1F-1703,WALL,B1F,DONG,281940.7,2328458.9,-5600.0,370.0,200x5970,270.0,49.0,5970.0,0.322,1.612,S-하부벽체
WL-B1F-1704,WALL,B1F,DONG,281965.4,2328106.2,-5600.0,370.0,200x5970,270.0,49.0,5970.0,0.322,1.612,S-하부벽체
WL-B1F-1705,WALL,B1F,DONG,282616.2,2327719.4,-5600.0,370.0,200x5970,1490.0,139.0,5970.0,1.779,8.895,S-하부벽체
WL-B1F-1706,WALL,B1F,DONG,280346.7,2329334.5,-5600.0,370.0,200x5970,315.0,139.0,5970.0,0.376,1.881,S-하부벽체
WL-B1F-1707,WALL,B1F,DONG,278510.5,2322775.2,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1708,WALL,B1F,DONG,277363.3,2323772.4,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1709,WALL,B1F,DONG,278692.6,2322451.3,-5600.0,370.0,200x5970,700.0,139.0,5970.0,0.836,4.179,S-하부벽체
WL-B1F-1710,WALL,B1F,DONG,278818.9,2322672.7,-5600.0,370.0,200x5970,600.0,139.0,5970.0,0.716,3.582,S-하부벽체
WL-B1F-1711,WALL,B1F,DONG,277053.0,2323876.6,-5600.0,370.0,200x5970,605.0,139.0,5970.0,0.722,3.612,S-하부벽체
WL-B1F-1712,WALL,B1F,DONG,277217.0,2324065.2,-5600.0,370.0,200x5970,605.0,139.0,5970.0,0.722,3.612,S-하부벽체
WL-B1F-1713,WALL,B1F,DONG,278498.0,2327211.6,-5600.0,370.0,200x5970,1600.0,139.0,5970.0,1.91,9.552,S-하부벽체
WL-B1F-1714,WALL,B1F,DONG,278662.0,2327400.3,-5600.0,370.0,200x5970,1600.0,139.0,5970.0,1.91,9.552,S-하부벽체
WL-B1F-1715,WALL,B1F,DONG,279183.7,2326781.1,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1716,WALL,B1F,DONG,277976.2,2327830.8,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1717,WALL,B1F,DONG,276027.4,2332638.7,-5600.0,370.0,200x5970,2480.0,49.0,5970.0,2.961,14.806,S-하부벽체
WL-B1F-1718,WALL,B1F,DONG,275838.7,2332802.7,-5600.0,370.0,200x5970,2480.0,49.0,5970.0,2.961,14.806,S-하부벽체
WL-B1F-1719,WALL,B1F,DONG,273138.3,2329505.6,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1720,WALL,B1F,DONG,274516.0,2331090.5,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1721,WALL,B1F,DONG,275119.6,2331784.8,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1722,WALL,B1F,DONG,276746.6,2333656.5,-5600.0,370.0,200x5970,250.0,139.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1723,WALL,B1F,DONG,273862.4,2330148.1,-5600.0,370.0,200x5970,2280.0,49.0,5970.0,2.722,13.612,S-하부벽체
WL-B1F-1724,WALL,B1F,DONG,273673.7,2330312.1,-5600.0,370.0,200x5970,2280.0,49.0,5970.0,2.722,13.612,S-하부벽체
WL-B1F-1725,WALL,B1F,DONG,281543.7,2328459.5,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1726,WALL,B1F,DONG,281739.0,2328455.5,-5600.0,370.0,200x5970,300.0,139.0,5970.0,0.358,1.791,S-하부벽체
WL-B1F-1727,WALL,B1F,DONG,281669.3,2328184.8,-5600.0,370.0,200x5970,550.0,139.0,5970.0,0.657,3.284,S-하부벽체
WL-B1F-1728,WALL,B1F,DONG,280633.1,2331954.2,-5600.0,370.0,200x5970,500.0,49.0,5970.0,0.597,2.985,S-하부벽체
WL-B1F-1729,WALL,B1F,DONG,287283.1,2332242.0,-5600.0,370.0,200x5970,1430.0,49.0,5970.0,1.707,8.537,S-하부벽체
WL-B1F-1730,WALL,B1F,DONG,285894.1,2332541.8,-5600.0,370.0,200x5970,1510.0,139.0,5970.0,1.803,9.015,S-하부벽체
WL-B1F-1731,WALL,B1F,DONG,284305.4,2333922.8,-5600.0,370.0,200x5970,2300.0,139.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1732,WALL,B1F,DONG,287233.7,2333099.8,-5600.0,370.0,200x5970,1400.0,49.0,5970.0,1.672,8.358,S-하부벽체
WL-B1F-1733,WALL,B1F,DONG,285813.4,2330856.2,-5600.0,370.0,200x5970,250.0,49.0,5970.0,0.298,1.492,S-하부벽체
WL-B1F-1734,WALL,B1F,DONG,291781.0,2329246.3,-5600.0,370.0,200x5970,1250.0,49.0,5970.0,1.492,7.462,S-하부벽체
WL-B1F-1735,WALL,B1F,DONG,286573.3,2331951.4,-5600.0,370.0,200x5970,290.0,139.0,5970.0,0.346,1.731,S-하부벽체
WL-B1F-1736,WALL,B1F,DONG,281290.5,2332207.5,-5600.0,370.0,200x5970,1145.0,49.0,5970.0,1.367,6.836,S-하부벽체
WL-B1F-1737,WALL,B1F,DONG,282633.8,2333752.8,-5600.0,370.0,200x5970,2450.0,49.0,5970.0,2.925,14.627,S-하부벽체
WL-B1F-1738,WALL,B1F,DONG,285739.9,2333073.3,-5600.0,370.0,200x5970,600.0,49.0,5970.0,0.716,3.582,S-하부벽체
WL-B1F-1739,WALL,B1F,DONG,286660.7,2332272.9,-5600.0,370.0,200x5970,600.0,49.0,5970.0,0.716,3.582,S-하부벽체
WL-B1F-1740,WALL,B1F,DONG,284958.4,2332921.2,-5600.0,370.0,200x5970,655.0,49.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1741,WALL,B1F,DONG,285109.4,2332790.0,-5600.0,370.0,200x5970,655.0,49.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1742,WALL,B1F,DONG,283780.8,2331566.5,-5600.0,370.0,200x5970,655.0,49.0,5970.0,0.782,3.91,S-하부벽체
WL-B1F-1743,WALL,B1F,DONG,283849.8,2331340.9,-5600.0,370.0,200x5970,905.0,49.0,5970.0,1.081,5.403,S-하부벽체
WL-B1F-1744,WALL,B1F,DONG,282698.0,2332073.8,-5600.0,370.0,200x5970,2300.0,139.0,5970.0,2.746,13.731,S-하부벽체
WL-B1F-1745,WALL,B1F,DONG,282609.5,2331819.5,-5600.0,370.0,200x5970,2500.0,139.0,5970.0,2.985,14.925,S-하부벽체
WL-B1F-1746,WALL,B1F,DONG,288175.4,2332811.2,-5600.0,370.0,200x5970,600.0,49.0,5970.0,0.716,3.582,S-하부벽체
WL-B1F-1747,WALL,B1F,DONG,288643.3,2332404.4,-5600.0,370.0,200x5970,600.0,49.0,5970.0,0.716,3.582,S-하부벽체
WL-B1F-1748,WALL,B1F,DONG,282053.4,2325555.3,-5600.0,370.0,200x5970,8595.0,49.0,5970.0,10.262,51.312,S-하부벽체
WL-B1F-1749,WALL,B1F,DONG,284095.3,2328285.3,-5600.0,370.0,200x5970,2295.0,49.0,5970.0,2.74,13.701,S-하부벽체
