부재ID,유형,층,구역,X(mm),Y(mm),Z_bot(mm),Z_top(mm),단면,길이(mm),각도(°),높이(mm),체적(m³),면적(m²),레이어
WL-B2F-0643,WALL,B2F,DONG,164128.4,2322772.5,-9050.0,-5600.0,200x3450,500.0,139.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0644,WALL,B2F,DONG,165125.6,2323919.6,-9050.0,-5600.0,200x3450,500.0,139.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0645,WALL,B2F,DONG,165876.8,2324783.8,-9050.0,-5600.0,200x3450,500.0,139.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0646,WALL,B2F,DONG,166874.0,2325930.9,-9050.0,-5600.0,200x3450,500.0,139.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0647,WALL,B2F,DONG,166070.4,2324625.4,-9050.0,-5600.0,200x3450,5345.0,49.0,3450.0,3.688,18.44,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0648,WALL,B2F,DONG,165529.1,2324764.8,-9050.0,-5600.0,200x3450,4845.0,49.0,3450.0,3.343,16.715,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0649,WALL,B2F,DONG,158085.7,2322771.7,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0650,WALL,B2F,DONG,158689.3,2323466.0,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0651,WALL,B2F,DONG,159820.2,2324576.5,-9050.0,-5600.0,200x3450,3160.0,49.0,3450.0,2.18,10.902,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0652,WALL,B2F,DONG,159631.5,2324740.5,-9050.0,-5600.0,200x3450,3160.0,49.0,3450.0,2.18,10.902,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0653,WALL,B2F,DONG,153766.0,2321849.4,-9050.0,-5600.0,200x3450,1410.0,139.0,3450.0,0.973,4.864,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0654,WALL,B2F,DONG,153545.4,2321709.9,-9050.0,-5600.0,200x3450,1560.0,139.0,3450.0,1.076,5.382,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0655,WALL,B2F,DONG,155438.7,2320229.7,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0656,WALL,B2F,DONG,155982.1,2319757.4,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0657,WALL,B2F,DONG,155792.4,2320087.9,-9050.0,-5600.0,200x3450,720.0,139.0,3450.0,0.497,2.484,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0658,WALL,B2F,DONG,155628.4,2319899.2,-9050.0,-5600.0,200x3450,720.0,139.0,3450.0,0.497,2.484,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0659,WALL,B2F,DONG,158261.4,2317776.1,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0660,WALL,B2F,DONG,158424.6,2317468.5,-9050.0,-5600.0,200x3450,650.0,139.0,3450.0,0.449,2.243,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0661,WALL,B2F,DONG,158494.3,2317739.2,-9050.0,-5600.0,200x3450,400.0,139.0,3450.0,0.276,1.38,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0662,WALL,B2F,DONG,159112.7,2317764.7,-9050.0,-5600.0,200x3450,1350.0,49.0,3450.0,0.932,4.658,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0663,WALL,B2F,DONG,159583.4,2318687.2,-9050.0,-5600.0,200x3450,2860.0,49.0,3450.0,1.973,9.867,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0664,WALL,B2F,DONG,160027.3,2317864.1,-9050.0,-5600.0,200x3450,1250.0,139.0,3450.0,0.863,4.312,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0665,WALL,B2F,DONG,160097.0,2318134.8,-9050.0,-5600.0,200x3450,1000.0,139.0,3450.0,0.69,3.45,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0666,WALL,B2F,DONG,160611.3,2317773.8,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0667,WALL,B2F,DONG,160602.3,2317572.9,-9050.0,-5600.0,200x3450,315.0,49.0,3450.0,0.217,1.087,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0668,WALL,B2F,DONG,161280.5,2318543.6,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0669,WALL,B2F,DONG,161797.9,2318392.0,-9050.0,-5600.0,200x3450,730.0,139.0,3450.0,0.504,2.518,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0670,WALL,B2F,DONG,160615.9,2319684.4,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0671,WALL,B2F,DONG,162276.7,2318386.5,-9050.0,-5600.0,200x3450,620.0,49.0,3450.0,0.428,2.139,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0672,WALL,B2F,DONG,161981.4,2318808.8,-9050.0,-5600.0,200x3450,370.0,49.0,3450.0,0.255,1.276,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0673,WALL,B2F,DONG,164600.8,2321997.4,-9050.0,-5600.0,200x3450,1230.0,139.0,3450.0,0.849,4.244,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0674,WALL,B2F,DONG,163895.5,2321948.1,-9050.0,-5600.0,200x3450,1230.0,139.0,3450.0,0.849,4.244,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0675,WALL,B2F,DONG,164226.9,2322504.7,-9050.0,-5600.0,200x3450,275.0,49.0,3450.0,0.19,0.949,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0676,WALL,B2F,DONG,165974.7,2328249.7,-9050.0,-5600.0,200x3450,1600.0,139.0,3450.0,1.104,5.52,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0677,WALL,B2F,DONG,165514.6,2327987.2,-9050.0,-5600.0,200x3450,1950.0,139.0,3450.0,1.346,6.728,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0678,WALL,B2F,DONG,163685.5,2322644.0,-9050.0,-5600.0,200x3450,775.0,49.0,3450.0,0.535,2.674,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0679,WALL,B2F,DONG,161448.6,2318546.5,-9050.0,-5600.0,200x3450,225.0,49.0,3450.0,0.155,0.776,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0680,WALL,B2F,DONG,161341.9,2318804.9,-9050.0,-5600.0,200x3450,475.0,49.0,3450.0,0.328,1.639,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0681,WALL,B2F,DONG,164491.7,2328677.7,-9050.0,-5600.0,200x3450,2600.0,49.0,3450.0,1.794,8.97,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0682,WALL,B2F,DONG,164221.1,2327985.3,-9050.0,-5600.0,200x3450,1700.0,49.0,3450.0,1.173,5.865,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0683,WALL,B2F,DONG,162708.8,2328173.8,-9050.0,-5600.0,200x3450,2530.0,139.0,3450.0,1.746,8.729,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0684,WALL,B2F,DONG,159617.9,2328482.2,-9050.0,-5600.0,200x3450,2040.0,139.0,3450.0,1.408,7.038,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0685,WALL,B2F,DONG,159642.6,2328129.5,-9050.0,-5600.0,200x3450,2040.0,139.0,3450.0,1.408,7.038,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0686,WALL,B2F,DONG,162178.9,2323029.6,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0687,WALL,B2F,DONG,112364.4,2329059.7,-9050.0,-5600.0,200x3450,6300.0,104.0,3450.0,4.347,21.735,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0688,WALL,B2F,DONG,112607.0,2329120.2,-9050.0,-5600.0,200x3450,6300.0,104.0,3450.0,4.347,21.735,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0689,WALL,B2F,DONG,143017.5,2354990.7,-9050.0,-5600.0,200x3450,1430.0,157.0,3450.0,0.987,4.934,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0690,WALL,B2F,DONG,142409.9,2352445.9,-9050.0,-5600.0,200x3450,4340.0,67.0,3450.0,2.995,14.973,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0691,WALL,B2F,DONG,143177.3,2353613.9,-9050.0,-5600.0,200x3450,1590.0,67.0,3450.0,1.097,5.486,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0692,WALL,B2F,DONG,142339.1,2351639.4,-9050.0,-5600.0,200x3450,2300.0,67.0,3450.0,1.587,7.935,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0693,WALL,B2F,DONG,145643.6,2356353.0,-9050.0,-5600.0,200x3450,4960.0,67.0,3450.0,3.422,17.112,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0694,WALL,B2F,DONG,145379.4,2355090.8,-9050.0,-5600.0,200x3450,2430.0,67.0,3450.0,1.677,8.384,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0695,WALL,B2F,DONG,145415.9,2359143.8,-9050.0,-5600.0,200x3450,2600.0,157.0,3450.0,1.794,8.97,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0696,WALL,B2F,DONG,143347.9,2357599.0,-9050.0,-5600.0,200x3450,4460.0,67.0,3450.0,3.077,15.387,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0697,WALL,B2F,DONG,142675.9,2354864.2,-9050.0,-5600.0,200x3450,1400.0,157.0,3450.0,0.966,4.83,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0698,WALL,B2F,DONG,144789.6,2354021.3,-9050.0,-5600.0,200x3450,250.0,157.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0699,WALL,B2F,DONG,144501.0,2359803.7,-9050.0,-5600.0,200x3450,900.0,157.0,3450.0,0.621,3.105,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0700,WALL,B2F,DONG,143166.6,2357811.7,-9050.0,-5600.0,200x3450,4710.0,67.0,3450.0,3.25,16.25,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0701,WALL,B2F,DONG,143446.7,2349648.3,-9050.0,-5600.0,200x3450,4095.0,157.0,3450.0,2.826,14.128,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0702,WALL,B2F,DONG,144902.2,2349302.1,-9050.0,-5600.0,200x3450,1145.0,157.0,3450.0,0.79,3.95,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0703,WALL,B2F,DONG,143017.4,2350102.2,-9050.0,-5600.0,200x3450,2450.0,157.0,3450.0,1.691,8.453,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0704,WALL,B2F,DONG,142864.9,2353197.9,-9050.0,-5600.0,200x3450,250.0,157.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0705,WALL,B2F,DONG,143372.8,2354394.5,-9050.0,-5600.0,200x3450,250.0,157.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0706,WALL,B2F,DONG,143626.9,2354596.3,-9050.0,-5600.0,200x3450,250.0,67.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0707,WALL,B2F,DONG,143089.9,2352570.0,-9050.0,-5600.0,200x3450,655.0,157.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0708,WALL,B2F,DONG,143168.1,2352754.1,-9050.0,-5600.0,200x3450,655.0,157.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0709,WALL,B2F,DONG,144742.3,2351868.6,-9050.0,-5600.0,200x3450,655.0,157.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0710,WALL,B2F,DONG,144935.5,2352003.9,-9050.0,-5600.0,200x3450,905.0,157.0,3450.0,0.624,3.122,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0711,WALL,B2F,DONG,144594.4,2350682.1,-9050.0,-5600.0,200x3450,2300.0,67.0,3450.0,1.587,7.935,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0712,WALL,B2F,DONG,144863.6,2350676.5,-9050.0,-5600.0,200x3450,2500.0,67.0,3450.0,1.725,8.625,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0713,WALL,B2F,DONG,142418.0,2355408.2,-9050.0,-5600.0,200x3450,300.0,67.0,3450.0,0.207,1.035,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0714,WALL,B2F,DONG,142139.0,2355390.8,-9050.0,-5600.0,200x3450,550.0,67.0,3450.0,0.38,1.898,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0715,WALL,B2F,DONG,142361.5,2355595.1,-9050.0,-5600.0,200x3450,250.0,157.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0716,WALL,B2F,DONG,142603.8,2356165.8,-9050.0,-5600.0,200x3450,250.0,157.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0717,WALL,B2F,DONG,153788.2,2328932.2,-9050.0,-5600.0,200x3450,1340.0,49.0,3450.0,0.925,4.623,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0718,WALL,B2F,DONG,153681.5,2329190.6,-9050.0,-5600.0,200x3450,1590.0,49.0,3450.0,1.097,5.486,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0719,WALL,B2F,DONG,153254.3,2328508.6,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0720,WALL,B2F,DONG,151842.4,2334711.3,-9050.0,-5600.0,200x3450,7290.0,139.0,3450.0,5.03,25.151,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0721,WALL,B2F,DONG,150470.8,2335572.4,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0722,WALL,B2F,DONG,151240.6,2334903.2,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0723,WALL,B2F,DONG,152195.3,2334073.3,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0724,WALL,B2F,DONG,153327.4,2333089.2,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0725,WALL,B2F,DONG,154316.1,2332229.7,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0726,WALL,B2F,DONG,155158.4,2331232.5,-9050.0,-5600.0,200x3450,1080.0,139.0,3450.0,0.745,3.726,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0727,WALL,B2F,DONG,155416.8,2331339.2,-9050.0,-5600.0,200x3450,1330.0,139.0,3450.0,0.918,4.589,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0728,WALL,B2F,DONG,155192.1,2330067.0,-9050.0,-5600.0,200x3450,2215.0,49.0,3450.0,1.528,7.642,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0729,WALL,B2F,DONG,155003.4,2330231.1,-9050.0,-5600.0,200x3450,1715.0,49.0,3450.0,1.183,5.917,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0730,WALL,B2F,DONG,156685.9,2327990.1,-9050.0,-5600.0,200x3450,1740.0,139.0,3450.0,1.201,6.003,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0731,WALL,B2F,DONG,155111.9,2324853.3,-9050.0,-5600.0,200x3450,6300.0,49.0,3450.0,4.347,21.735,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0732,WALL,B2F,DONG,155940.7,2328458.9,-9050.0,-5600.0,200x3450,270.0,49.0,3450.0,0.186,0.932,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0733,WALL,B2F,DONG,155965.4,2328106.3,-9050.0,-5600.0,200x3450,270.0,49.0,3450.0,0.186,0.932,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0734,WALL,B2F,DONG,156616.2,2327719.4,-9050.0,-5600.0,200x3450,1490.0,139.0,3450.0,1.028,5.141,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0735,WALL,B2F,DONG,154346.6,2329334.5,-9050.0,-5600.0,200x3450,315.0,139.0,3450.0,0.217,1.087,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0736,WALL,B2F,DONG,152510.5,2322775.2,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0737,WALL,B2F,DONG,151363.3,2323772.4,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0738,WALL,B2F,DONG,152692.6,2322451.3,-9050.0,-5600.0,200x3450,700.0,139.0,3450.0,0.483,2.415,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0739,WALL,B2F,DONG,152818.9,2322672.8,-9050.0,-5600.0,200x3450,600.0,139.0,3450.0,0.414,2.07,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0740,WALL,B2F,DONG,151053.0,2323876.6,-9050.0,-5600.0,200x3450,605.0,139.0,3450.0,0.417,2.087,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0741,WALL,B2F,DONG,151217.0,2324065.2,-9050.0,-5600.0,200x3450,605.0,139.0,3450.0,0.417,2.087,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0742,WALL,B2F,DONG,152498.0,2327211.7,-9050.0,-5600.0,200x3450,1600.0,139.0,3450.0,1.104,5.52,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0743,WALL,B2F,DONG,152662.0,2327400.3,-9050.0,-5600.0,200x3450,1600.0,139.0,3450.0,1.104,5.52,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0744,WALL,B2F,DONG,153183.7,2326781.1,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0745,WALL,B2F,DONG,151976.2,2327830.8,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0746,WALL,B2F,DONG,150027.4,2332638.7,-9050.0,-5600.0,200x3450,2480.0,49.0,3450.0,1.711,8.556,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0747,WALL,B2F,DONG,149838.7,2332802.7,-9050.0,-5600.0,200x3450,2480.0,49.0,3450.0,1.711,8.556,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0748,WALL,B2F,DONG,147138.2,2329505.6,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0749,WALL,B2F,DONG,148516.0,2331090.5,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0750,WALL,B2F,DONG,149119.5,2331784.9,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0751,WALL,B2F,DONG,150746.6,2333656.5,-9050.0,-5600.0,200x3450,250.0,139.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0752,WALL,B2F,DONG,147862.4,2330148.1,-9050.0,-5600.0,200x3450,2280.0,49.0,3450.0,1.573,7.866,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0753,WALL,B2F,DONG,147673.7,2330312.2,-9050.0,-5600.0,200x3450,2280.0,49.0,3450.0,1.573,7.866,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0754,WALL,B2F,DONG,155543.7,2328459.5,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0755,WALL,B2F,DONG,155738.9,2328455.5,-9050.0,-5600.0,200x3450,300.0,139.0,3450.0,0.207,1.035,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0756,WALL,B2F,DONG,155669.3,2328184.8,-9050.0,-5600.0,200x3450,550.0,139.0,3450.0,0.38,1.898,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0757,WALL,B2F,DONG,154633.1,2331954.2,-9050.0,-5600.0,200x3450,500.0,49.0,3450.0,0.345,1.725,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0758,WALL,B2F,DONG,161283.1,2332242.0,-9050.0,-5600.0,200x3450,1430.0,49.0,3450.0,0.987,4.934,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0759,WALL,B2F,DONG,159894.0,2332541.8,-9050.0,-5600.0,200x3450,1510.0,139.0,3450.0,1.042,5.21,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0760,WALL,B2F,DONG,158305.4,2333922.8,-9050.0,-5600.0,200x3450,2300.0,139.0,3450.0,1.587,7.935,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0761,WALL,B2F,DONG,161233.7,2333099.8,-9050.0,-5600.0,200x3450,1400.0,49.0,3450.0,0.966,4.83,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0762,WALL,B2F,DONG,159813.4,2330856.3,-9050.0,-5600.0,200x3450,250.0,49.0,3450.0,0.173,0.863,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0763,WALL,B2F,DONG,165781.0,2329246.3,-9050.0,-5600.0,200x3450,1250.0,49.0,3450.0,0.863,4.312,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0764,WALL,B2F,DONG,160573.3,2331951.4,-9050.0,-5600.0,200x3450,290.0,139.0,3450.0,0.2,1.0,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0765,WALL,B2F,DONG,155290.5,2332207.5,-9050.0,-5600.0,200x3450,1145.0,49.0,3450.0,0.79,3.95,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0766,WALL,B2F,DONG,156633.8,2333752.8,-9050.0,-5600.0,200x3450,2450.0,49.0,3450.0,1.691,8.453,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0767,WALL,B2F,DONG,159739.9,2333073.3,-9050.0,-5600.0,200x3450,600.0,49.0,3450.0,0.414,2.07,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0768,WALL,B2F,DONG,160660.7,2332272.9,-9050.0,-5600.0,200x3450,600.0,49.0,3450.0,0.414,2.07,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0769,WALL,B2F,DONG,158958.4,2332921.2,-9050.0,-5600.0,200x3450,655.0,49.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0770,WALL,B2F,DONG,159109.4,2332790.0,-9050.0,-5600.0,200x3450,655.0,49.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0771,WALL,B2F,DONG,157780.8,2331566.5,-9050.0,-5600.0,200x3450,655.0,49.0,3450.0,0.452,2.26,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0772,WALL,B2F,DONG,157849.7,2331340.9,-9050.0,-5600.0,200x3450,905.0,49.0,3450.0,0.624,3.122,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0773,WALL,B2F,DONG,156698.0,2332073.8,-9050.0,-5600.0,200x3450,2300.0,139.0,3450.0,1.587,7.935,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0774,WALL,B2F,DONG,156609.5,2331819.5,-9050.0,-5600.0,200x3450,2500.0,139.0,3450.0,1.725,8.625,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0775,WALL,B2F,DONG,162175.4,2332811.2,-9050.0,-5600.0,200x3450,600.0,49.0,3450.0,0.414,2.07,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0776,WALL,B2F,DONG,162643.3,2332404.5,-9050.0,-5600.0,200x3450,600.0,49.0,3450.0,0.414,2.07,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0777,WALL,B2F,DONG,162099.3,2332479.8,-9050.0,-5600.0,200x3450,920.0,139.0,3450.0,0.635,3.174,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0778,WALL,B2F,DONG,163895.5,2330918.4,-9050.0,-5600.0,200x3450,3840.0,139.0,3450.0,2.65,13.248,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0779,WALL,B2F,DONG,162266.5,2333129.5,-9050.0,-5600.0,200x3450,1520.0,139.0,3450.0,1.049,5.244,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0780,WALL,B2F,DONG,164515.6,2331174.4,-9050.0,-5600.0,200x3450,4440.0,139.0,3450.0,3.064,15.318,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0781,WALL,B2F,DONG,160648.4,2329964.8,-9050.0,-5600.0,200x3450,2430.0,139.0,3450.0,1.677,8.384,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0782,WALL,B2F,DONG,161767.1,2329323.6,-9050.0,-5600.0,200x3450,4960.0,139.0,3450.0,3.422,17.112,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0783,WALL,B2F,DONG,125842.7,2337542.4,-9050.0,-5600.0,200x3450,200.0,104.0,3450.0,0.138,0.69,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0784,WALL,B2F,DONG,125362.5,2339468.4,-9050.0,-5600.0,200x3450,1430.0,104.0,3450.0,0.987,4.934,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0785,WALL,B2F,DONG,125168.4,2339420.0,-9050.0,-5600.0,200x3450,1430.0,104.0,3450.0,0.987,4.934,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0786,WALL,B2F,DONG,123363.6,2337027.3,-9050.0,-5600.0,200x3450,5060.0,14.0,3450.0,3.491,17.457,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0787,WALL,B2F,DONG,120594.3,2337676.7,-9050.0,-5600.0,200x3450,2600.0,104.0,3450.0,1.794,8.97,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0788,WALL,B2F,DONG,124680.1,2340138.2,-9050.0,-5600.0,200x3450,200.0,104.0,3450.0,0.138,0.69,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0789,WALL,B2F,DONG,122492.1,2339489.6,-9050.0,-5600.0,200x3450,4560.0,14.0,3450.0,3.146,15.732,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0790,WALL,B2F,DONG,123945.7,2336966.3,-9050.0,-5600.0,200x3450,3960.0,14.0,3450.0,2.732,13.662,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0791,WALL,B2F,DONG,120402.5,2337412.4,-9050.0,-5600.0,200x3450,3420.0,104.0,3450.0,2.36,11.799,XR지하1층평면도$0$A-WALL-RC
WL-B2F-0792,WALL,B2F,DONG,121725.7,2339504.7,-9050.0,-5600.0,200x3450,3580.0,14.0,3450.0,2.47,12.351,XR지하1층평면도$0$A-WALL-RC
